기준년코드,기준분기코드,상권코드,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수,월요일유동인구수,화요일유동인구수,수요일유동인구수,목요일유동인구수,금요일유동인구수,토요일유동인구수,일요일유동인구수
2015,1,1000888,304887,172075,132812,4284,64260,96662,72252,44587,22840,56191,57249,50699,47140,42350,30749,20508
2015,1,1000889,209261,119611,89650,9049,24541,54300,59428,43306,18639,42194,40620,34650,32528,28608,16622,14042
2015,1,1000890,192998,112964,80034,8440,22750,48996,53185,39866,19764,38062,36665,32053,30240,26140,16155,13686
2015,1,1000891,150655,82989,67666,7151,21325,37949,38856,29022,16350,28697,27898,24115,22609,20480,14962,11895
2015,1,1000892,34575,15642,18933,3781,4055,6058,8419,8569,3692,6358,6083,5502,5027,4512,3530,3562
2015,1,1000893,167645,95572,72073,4669,24785,49362,42202,30046,16585,33239,32474,28280,26337,23558,13555,10206
2015,1,1000894,281933,162692,119241,683,53187,107660,64135,36735,19539,52248,53682,47067,44249,38592,26460,19639
2015,1,1000895,169599,97631,71968,6877,18417,42136,46827,37294,18048,33149,32177,28580,26311,22594,14467,12318
2015,1,1000896,552556,313166,239390,2382,114550,202986,120039,71461,41133,98577,101710,89846,85382,74307,57524,45211
2015,1,1000897,172209,94513,77696,993,36645,61429,37336,22330,13476,32084,32318,28461,26527,23445,16395,12981
2015,1,1000898,238723,136792,101931,906,49053,88551,56508,30438,13265,45985,46790,40133,37335,33314,20762,14404
2015,1,1000899,111021,54481,56540,2953,23087,33258,25852,16372,9495,19388,20252,17828,16682,15336,12099,9436
2015,1,1000900,252546,152757,99789,4128,33374,71531,70212,49243,24061,50489,49153,42864,40180,35032,19451,15377
2015,1,1000901,97211,56296,40915,2578,13619,26066,25228,18922,10801,19151,18721,16117,15095,13637,8155,6336
2015,1,1000902,241248,140004,101244,2907,36648,78120,64760,40181,18635,48460,47555,41589,38293,33211,17670,14471
2015,1,1000903,139228,79601,59627,2877,11428,38419,42627,32860,11016,28437,27369,23754,21635,19179,10637,8215
2015,1,1000904,444150,234780,209370,9210,55988,133482,123173,79317,42984,88500,86838,74794,69237,60592,34854,29343
2015,1,1000905,125737,69521,56216,1485,26610,43019,28622,16511,9488,23474,23943,20919,19658,17509,11653,8580
2015,1,1000906,152369,79178,73191,2051,34276,50525,34191,20556,10768,28039,28641,25063,23505,21222,15183,10716
2015,1,1000907,572311,336490,235821,3651,110196,211260,136428,74368,36407,109441,112481,96989,90747,81517,48909,32230
2015,1,1000908,255965,150173,105792,1849,46058,92705,62415,35341,17600,49367,50258,43642,40819,35920,21486,14471
2015,1,1000909,327339,179129,148210,3385,65421,115483,77061,42842,23150,58404,62485,54411,51094,45717,32877,22350
2015,1,1000910,68326,35503,32823,530,12431,22603,17457,10700,4608,12273,13029,11228,10460,9526,6870,4939
2015,1,1000911,50453,27637,22816,580,8438,15789,13085,8890,3671,8873,9392,8106,7640,7001,5426,4015
2015,1,1000912,169310,104434,64876,2815,21997,55365,47819,29538,11773,35011,34310,29315,27334,23920,11471,7957
2015,1,1000913,438749,254587,184162,1694,74653,164939,106470,57944,33050,81934,84421,74255,69271,60061,39468,29339
2015,1,1000914,503824,289031,214793,4147,84492,181964,123975,69658,39585,98015,99461,87095,80152,69521,40684,28902
2015,1,1000915,97268,53811,43457,2050,16118,33558,24618,13625,7299,19263,19263,16551,15373,13601,7591,5628
2015,1,1000916,169870,102349,67521,870,25340,60031,46770,24597,12257,33418,33879,29577,27550,23822,12450,9175
2015,1,1000917,174255,90109,84146,3475,25717,56927,44705,27921,15507,33659,33705,28978,27338,24284,14677,11616
2015,1,1000918,78255,37481,40774,686,14303,26823,19884,11610,4949,14368,15146,12820,11962,11025,7672,5260
2015,1,1000919,481091,221185,259906,77680,49848,86204,140738,85667,40956,84977,85404,73795,69009,63763,56037,48110
2015,1,1000920,454570,223349,231221,61751,53646,100634,133772,75509,29259,82282,82467,71624,66985,60913,48570,41726
2015,1,1000921,207329,111596,95733,21649,24796,47448,60497,37364,15578,39147,38631,33540,31680,28164,19209,16956
2015,1,1000922,423036,238462,184574,29372,57963,123091,121520,66598,24494,82977,82073,70539,65876,59366,33741,28466
2015,1,1000923,470845,261859,208986,23761,71342,145241,128770,69643,32085,93009,91945,79961,74420,64970,37451,29093
2015,1,1000924,114967,63009,51958,1736,19405,39876,29065,16761,8126,22674,22779,19625,18143,16100,9083,6562
2015,1,1000925,673016,339869,333147,20852,109854,213383,167449,102252,59222,124385,128206,111029,104841,93497,62617,48439
2015,1,1000926,889605,501092,388513,14205,145889,301282,227335,130460,70429,166240,174016,151605,142278,124507,75519,55441
2015,1,1000927,292667,148241,144426,1873,56199,101097,71370,42768,19355,52789,56148,48118,45214,40724,29615,20059
2015,1,1000928,146992,67360,79632,10248,17606,27294,35790,36954,19101,27522,26673,23044,21843,19433,14823,13660
2015,1,1000929,150780,73311,77469,3619,29747,43813,36859,23841,12899,26250,27522,23800,22349,21248,16564,13043
2015,1,1000930,817516,492412,325104,9042,120611,275192,216351,127385,68934,162516,164638,142518,132236,114797,59133,41677
2015,1,1000931,436656,267451,169205,10143,56811,132582,120291,78764,38070,86279,85860,75175,70782,61067,33140,24360
2015,1,1000932,300953,174163,126790,19846,38955,80457,87375,53387,20927,58335,57333,49566,47396,42238,24331,21756
2015,1,1000933,177205,97420,79785,8007,21287,41889,43441,40052,22529,33252,32703,28617,26847,23474,16946,15359
2015,1,1000934,307109,160045,147064,9264,42576,81049,74032,65790,34392,59333,58315,50442,47046,41681,26352,23941
2015,1,1000935,137902,84054,53848,1802,19626,45629,38480,22030,10334,26177,26537,23587,22558,20510,10599,7932
2015,1,1000936,297415,173797,123618,1282,52839,108167,72240,40455,22432,56698,58286,50974,47456,41064,25274,17670
2015,1,1000937,341424,172561,168863,11497,69090,102526,75957,50138,32217,64442,65537,57169,53393,48516,30914,21454
2015,1,1000938,199484,109127,90357,1142,41803,72198,43804,25397,15142,37657,37848,33022,30934,27540,18098,14383
2015,1,1000939,169383,81075,88308,3677,25597,52380,44036,28157,15532,32004,32747,28013,26403,23850,15418,10950
2015,1,1000940,294430,141456,152974,19290,31386,62602,77662,69853,33636,51787,50638,44499,42470,37496,34369,33164
2015,1,1000941,276668,138523,138145,16102,22980,62428,76949,68569,29637,52460,50092,43094,41004,37111,29185,23725
2015,1,1000942,452160,215625,236535,36825,55332,86782,109820,100909,62491,78386,76395,68236,64986,57106,53416,53637
2015,1,1000943,317730,148751,168979,17336,45279,85863,73561,61024,34663,56138,55072,48750,46096,41258,36343,34073
2015,1,1000944,361869,172877,188992,18458,53085,100506,84398,69249,36169,63973,62515,55144,52515,46748,41926,39053
2015,1,1000945,436549,211431,225118,22117,62745,121494,101489,82709,45991,76669,75272,66447,63276,56958,50763,47169
2015,1,1000946,338423,164998,173425,16830,46564,94923,79559,66112,34443,60044,58713,52192,49235,43536,38565,36134
2015,1,1000947,200117,100455,99662,7287,27639,55152,48068,40607,21368,35770,35224,31152,29223,25540,22793,20413
2015,1,1000948,275784,144616,131168,12037,33525,76297,68242,58027,27658,50151,48889,42413,40061,35695,30180,28391
2015,1,1000949,241719,123167,118552,9240,34962,64478,56856,49744,26436,44158,43244,37945,35831,31986,25995,22558
2015,1,1000950,229926,119295,110631,9723,32627,56602,54944,50338,25692,42799,41985,36894,34311,30150,23686,20099
2015,1,1000951,272369,144853,127516,7015,38730,72632,66991,59761,27241,49739,49055,42810,40726,36541,29004,24495
2015,1,1000952,198086,98220,99866,10626,26994,47694,48257,44746,19768,36589,35492,31286,29522,25978,20803,18416
2015,1,1000953,330893,161569,169324,20694,44210,81974,81962,70590,31462,55982,55502,49874,46559,42597,42403,37981
2015,1,1000954,341891,160069,181822,21415,46513,87311,81590,66538,38520,61179,59928,52799,49816,44733,38962,34470
2015,1,1000955,348706,185209,163497,16265,43199,82881,94400,78723,33233,65239,64070,56527,52483,46036,35230,29126
2015,1,1000956,236381,122450,113931,15467,32010,58344,59445,51356,19758,43680,42124,37668,35282,31061,24830,21737
2015,1,1000957,499867,284616,215251,25332,61673,125686,133521,108494,45164,91511,89820,79749,74868,65612,52465,45842
2015,1,1000958,603266,341702,261564,18903,73113,144987,159249,141564,65448,112000,112863,98538,92233,82037,59156,46438
2015,1,1000959,369211,209093,160118,10849,45651,93176,99721,85643,34174,69337,69622,60861,56602,49393,35859,27539
2015,1,1000960,307161,173644,133517,9138,35789,75004,86187,74533,26513,57517,57626,49988,46689,41849,30354,23133
2015,1,1000961,350341,180715,169626,32244,45424,68233,90338,77493,36602,63513,62885,54840,51152,47683,39172,31099
2015,1,1000962,181637,91866,89771,15210,22458,34824,47775,42214,19156,33796,33065,28989,26855,24752,19174,15003
2015,1,1000963,265156,147241,117915,4369,38289,71685,67132,57022,26658,47935,48078,41991,40009,36021,27667,23450
2015,1,1000964,193060,104373,88687,7852,22697,44868,52764,47031,17850,37468,36371,31668,29629,26097,17851,13984
2015,1,1000965,171993,86720,85273,9965,17155,38364,49592,41738,15179,32050,30972,27286,25541,22472,18118,15549
2015,1,1000966,258727,130144,128583,6845,40679,57065,57441,59106,37595,44814,44075,38911,36895,34062,31485,28487
2015,1,1000967,206987,106641,100346,17326,30475,43276,51131,46112,18667,36839,36111,31667,28968,26850,23575,22981
2015,1,1000968,303900,147761,156139,19251,36664,72576,70577,65041,39793,53574,52455,46242,43669,39925,35532,32504
2015,1,1000969,23097,11370,11727,865,1687,6348,6364,5683,2149,4073,4027,3611,3463,2969,2629,2324
2015,1,1000970,39307,18537,20770,2880,2351,8664,11679,10748,2991,7421,7080,6257,5887,4985,4158,3517
2015,1,1000971,126042,62591,63451,6130,17770,27280,27477,30420,16968,21353,20989,18692,17868,16096,15833,15217
2015,1,1000972,275917,132340,143577,13292,34618,67857,65096,61364,33694,48144,46786,41945,39517,34841,33516,31168
2015,1,1000973,303961,143495,160466,16631,40158,72038,66473,69720,38944,51782,50824,45725,44032,38337,37971,35300
2015,1,1000974,121397,55885,65512,14123,15126,22647,29269,28427,11805,21680,21355,19071,17402,15282,13591,13015
2015,1,1000975,118701,62723,55978,7171,12189,26611,30193,30206,12330,21220,20829,18441,17546,14865,13129,12669
2015,1,1000976,82833,40830,42003,4276,2294,19703,25882,24286,6397,15496,14633,13149,12574,10634,8859,7487
2015,1,1000977,258601,130864,127737,13210,30119,55796,59695,62377,37404,46024,45429,39376,37712,34434,29362,26264
2015,1,1000978,156081,78210,77871,7605,21035,39683,36499,33137,18124,27454,26916,23860,22447,20219,18557,16632
2015,1,1000979,207461,105586,101875,8633,29007,53804,49361,44773,21877,36792,36186,31792,29794,27330,24276,21295
2015,1,1000980,256030,118465,137565,19724,35873,51637,55853,59538,33401,43348,42059,37282,35224,31891,31107,35123
2015,1,1000981,408663,202412,206251,23757,51828,99526,95205,87511,50837,72565,70966,62699,59154,54105,46973,42201
2015,1,1000982,161902,95362,66540,8487,17854,37853,41803,38582,17325,30645,30012,26360,24638,21568,15493,13186
2015,1,1000983,538861,269435,269426,26269,70713,129452,128627,116424,67374,97290,95195,84435,80298,72074,57848,51716
2015,1,1000984,204549,107695,96854,5562,21019,51912,54766,49363,21929,39578,38508,33748,31677,27923,18216,14904
2015,1,1000985,233880,111194,122686,14716,25687,55764,56361,53747,27606,40718,39921,36024,34059,29585,28007,25575
2015,1,1000986,285797,147350,138447,6752,38487,70815,66208,67283,36254,50647,50953,44250,41929,37406,32691,27929
2015,1,1000987,135412,68527,66885,5916,19059,32825,30422,30302,16891,23795,23777,20663,19789,17844,15586,13960
2015,1,1000988,245705,121943,123762,13630,28952,59501,58585,57069,27970,44301,43027,38644,36039,30750,27654,25283
2015,1,1000989,194746,89653,105093,12596,24692,42579,44014,46396,24478,33022,32056,28460,27234,24259,24099,25620
2015,1,1000990,213895,109324,104571,15308,29485,47684,51238,48163,22015,37813,37202,33317,31065,27722,24333,22436
2015,1,1000991,238644,121672,116972,10121,28850,56644,56813,58300,27916,43432,42898,37679,35619,31094,25717,22201
2015,1,1000992,227907,116361,111546,7994,27628,51402,51517,54296,35068,41840,41213,35487,33556,30246,23972,21601
2015,1,1000993,188233,99540,88693,4749,19090,47705,50973,45472,20243,36911,35759,30891,29043,26020,16181,13426
2015,1,1000994,168678,85972,82706,4340,28065,38734,35906,38241,23389,28608,28231,24681,23597,22600,21879,19082
2015,1,1000995,207033,104214,102819,9492,32419,46489,44404,46734,27492,35801,35141,31071,29604,27492,25793,22128
2015,1,1000996,222773,110246,112527,11391,32020,50358,48723,50377,29905,38107,37556,33702,32121,29046,27805,24440
2015,1,1000997,246063,116912,129151,13113,39184,54736,51304,55010,32721,40234,40090,36323,34938,31860,32457,30161
2015,1,1000998,189085,92476,96609,11491,23360,45035,42931,40752,25516,32691,32039,28913,27328,23904,22998,21213
2015,1,1000999,456216,227082,229134,15057,68942,117523,98702,99956,56033,78550,77269,68062,65737,59271,56728,50602
2015,1,1001000,295345,151151,144194,8377,42900,73751,67778,66698,35844,52322,52930,44985,43156,39745,33586,28623
2015,1,1001001,467606,226282,241324,27754,62472,114141,103167,102852,57220,81220,79941,70689,67530,59711,57395,51120
2015,1,1001002,495154,242131,253023,33795,74270,109243,105717,106868,65256,86805,85211,75007,71218,65327,59198,52385
2015,1,1001003,154948,77167,77781,5539,23545,39673,34599,34029,17565,27282,26705,23353,22376,19627,19041,16558
2015,1,1001004,282819,144934,137885,9295,36287,72993,66521,66422,31300,50499,49803,44045,41870,36120,32902,27583
2015,1,1001005,324828,164490,160338,13667,40502,74734,75193,77428,43294,57549,57228,49135,47126,43173,37340,33275
2015,1,1001006,167068,81735,85333,9066,18386,38038,40621,41291,19668,29745,29130,25438,24129,21391,19407,17829
2015,1,1001007,296669,176042,120627,14966,32678,70291,75917,70065,32755,56374,55279,48096,45307,40096,27583,23930
2015,1,1001008,300622,151021,149601,14309,44881,66025,64396,65689,45320,52111,51284,45690,43777,39537,36249,31977
2015,1,1001009,516665,254880,261785,24162,72618,121819,120483,112200,65378,92035,89921,79342,76003,67761,58268,53338
2015,1,1001010,278589,136842,141747,10513,37664,70266,64047,62536,33560,49565,48507,42969,41288,35591,31993,28676
2015,1,1001011,524130,264762,259368,33550,67282,105949,126338,123914,67097,93277,91526,80541,76347,70060,60607,51774
2015,1,1001012,26712,15902,10810,60,2799,8539,7801,5263,2250,4925,4820,4252,3991,3693,3069,1964
2015,1,1001013,25413,16023,9390,113,2579,7908,7515,5215,2084,4632,4685,4132,3868,3578,2818,1700
2015,1,1001014,25544,16477,9067,169,2740,7249,7456,5532,2399,4790,4823,4189,3988,3651,2359,1745
2015,1,1001015,253358,142899,110459,6091,33397,56820,65844,63751,27456,46682,45952,39648,37999,34806,27946,20326
2015,1,1001016,431894,248265,183629,20656,128047,108899,71078,61648,41567,73764,71873,64111,61859,55126,51759,53398
2015,1,1001017,306488,163181,143307,9949,59039,72771,63342,60965,40422,51897,52952,46610,45139,42848,37802,29240
2015,1,1001018,245110,155088,90022,5887,27160,66868,71187,49990,24018,50168,48597,42192,38875,34213,17810,13257
2015,1,1001019,75114,44740,30374,2997,8891,19571,20875,15118,7664,15037,14605,12637,11863,10401,5792,4782
2015,1,1001021,57300,38603,18697,402,7767,19529,17122,9923,2560,12520,12063,10315,9568,8419,2713,1704
2015,1,1001022,379239,196990,182249,10959,64991,89657,82207,82071,49351,67182,66783,58853,56575,53033,43031,33780
2015,1,1001023,149384,97314,52070,2133,23612,50836,40808,23236,8760,32153,31044,26823,24817,21659,7490,5398
2015,1,1001024,406744,212365,194379,12513,67282,95397,89224,88316,54007,71932,71724,63150,60238,55503,46496,37698
2015,1,1001025,2248276,1161124,1087152,100538,466673,501530,429662,425031,324848,395756,392903,349225,334120,295056,256599,224618
2015,1,1001026,97185,57145,40040,1460,16147,29815,26058,16973,6733,18658,18253,15947,15016,13362,7677,8273
2015,1,1001027,741996,448716,293280,11076,128718,232955,193288,125586,50368,145811,143189,124742,117422,105636,56015,49173
2015,1,1001028,241475,120962,120513,12130,43844,54207,48076,46987,36232,42661,42075,37447,35546,31424,27377,24941
2015,1,1001029,106028,60715,45313,3328,19561,28610,24121,17403,13005,19970,19975,17502,16355,15368,10153,6705
2015,1,1001030,838040,472833,365207,30188,159059,220366,184688,136960,106775,157086,157343,138353,129512,121620,80156,53970
2015,1,1001031,1199176,612579,586597,63128,330214,285666,198997,188560,132613,189264,190576,172382,167785,153856,166492,158825
2015,1,1001032,266017,136637,129380,12506,73092,64395,44868,42436,28720,42059,42453,38249,37049,33569,37375,35262
2015,1,1001033,345028,202986,142042,8988,52385,93881,89535,62440,37800,66378,66512,58189,54360,48345,29697,21550
2015,1,1001034,528802,277599,251203,34651,91042,127675,121029,94712,59698,102754,100344,85793,81757,73946,46283,37924
2015,1,1001035,95413,55419,39994,1988,13695,26273,24322,18819,10314,18642,18387,15920,14908,13403,8178,5973
2015,1,1001036,59903,36232,23671,2196,7480,15084,16568,13609,4968,11214,10905,9574,8994,7994,6219,5007
2015,1,1001037,682179,388400,293779,26109,108205,179971,162246,123639,82012,132254,130572,113944,106686,97291,58931,42502
2015,1,1001038,740211,470976,269235,7287,126619,258460,195506,109634,42708,159361,153501,131233,122511,108870,36540,28200
2015,1,1001039,722105,435724,286381,16590,116338,197148,184549,129902,77579,139138,140140,122211,114702,102252,60376,43283
2015,1,1001040,688371,357206,331165,30503,186918,165802,115641,110866,78640,110023,111049,100556,97260,88192,93571,87722
2015,1,1001041,759513,428708,330805,21953,89165,203317,186935,154226,103920,148063,144230,127357,119643,104300,64954,50970
2015,1,1001042,439458,265765,173693,10926,71827,114892,110399,80398,51019,84607,84733,74447,69504,61981,37557,26629
2015,1,1001043,773411,394892,378519,40767,117124,172615,174137,160046,108723,139105,137385,121502,114233,107009,85347,68830
2015,1,1001044,856626,520491,336135,19598,118928,242454,223640,159056,92949,169605,168231,145768,136193,122566,67800,46459
2015,1,1001045,741353,372664,368689,35729,120222,166985,162990,149775,105655,129474,128531,114878,107608,99885,87301,73679
2015,1,1001046,825346,424694,400652,34708,224976,201311,139769,131490,93093,134154,135636,122534,117800,105800,109409,100015
2015,1,1001047,392264,238212,154052,7641,57411,121119,104163,66228,35705,79388,77906,67606,62954,55787,27724,20900
2015,1,1001048,577281,342701,234580,12583,102417,182569,145516,85587,48611,114029,113792,99952,93006,82109,43273,31119
2015,1,1001049,357203,162022,195181,26497,42172,80339,76527,79327,52342,62571,61696,54523,52540,46067,41613,38193
2015,1,1001050,1593231,1006750,586481,27847,200521,424205,453014,316258,171386,322345,320322,278507,259993,227541,98516,86016
2015,1,1001051,760185,374904,385281,27198,117410,212845,170999,132722,99007,139519,139571,121793,115700,102873,73246,67484
2015,1,1001052,625952,376507,249445,11992,107857,205639,158750,92178,49537,124353,124258,107831,100594,90191,45157,33568
2015,1,1001053,88959,43044,45915,11426,9518,15445,24391,18015,10165,16482,16255,14007,13187,12224,9383,7422
2015,1,1001054,182028,87890,94138,23469,16851,31350,52080,38698,19580,34565,34006,29239,27252,24759,18330,13876
2015,1,1001055,199884,127031,72853,2809,22867,53103,58115,41247,21739,41080,40624,35546,32752,28001,11620,10262
2015,1,1001056,827921,484806,343115,24354,93332,183455,213765,197386,115627,156599,155568,136379,126688,113889,81021,57770
2015,1,1001057,1034749,602411,432338,28389,156298,255000,265160,200800,129108,204380,202255,176310,164651,151135,78884,57135
2015,1,1001058,218117,126772,91345,2002,37109,74166,55447,33521,15873,42787,42634,36824,34295,30415,17210,13951
2015,1,1001059,337174,215556,121618,4981,39291,86012,95738,70667,40488,69949,69059,59735,55393,48546,20034,14457
2015,1,1001060,30534,18638,11896,739,2998,6752,8374,7641,4031,5903,5819,5050,4620,4153,3046,1943
2015,1,1001061,408998,207783,201215,26689,53524,94914,107187,78904,47780,74699,73252,63926,60403,54468,43322,38923
2015,1,1001062,1161089,659843,501246,30732,262948,353107,269828,157086,87393,225834,226192,198821,184385,172186,93742,59931
2015,1,1001063,723447,427612,295835,19963,96814,171496,197011,146441,91724,145307,142737,125359,116405,103660,52666,37310
2015,1,1001064,42458,22560,19898,2103,5807,10124,10897,8757,4769,7977,7751,6801,6488,5705,3991,3745
2015,1,1001065,145140,67658,77482,23829,15582,26088,41508,25233,12898,25378,25582,22169,20730,19058,17096,15126
2015,1,1001066,1297217,748737,548480,36047,297958,396775,295680,175049,95706,250634,253311,221815,206037,187692,107607,70121
2015,1,1001067,328190,166694,161496,15509,45691,72683,71977,71717,50613,57485,56541,50708,48640,42143,37150,35524
2015,1,1001068,114975,57511,57464,15286,12737,23098,33395,20414,10047,20614,20640,17960,17074,15624,12336,10728
2015,1,1001069,128809,62291,66518,19228,14340,25365,37061,22112,10702,23127,23142,20129,18906,17278,14127,12101
2015,1,1001070,191001,98180,92821,24345,21987,40899,55063,33040,15670,35026,34923,30465,28803,26015,19195,16577
2015,1,1001071,325434,148129,177305,40901,39467,68641,96430,53317,26676,58111,57836,50699,47353,42856,37309,31272
2015,1,1001072,250583,118249,132334,14824,43792,61482,55104,46437,28951,44608,44226,39490,37058,32302,28707,24194
2015,1,1001073,1355092,822456,532636,12111,244702,460293,334441,197315,106228,267427,274421,238363,221590,194947,93257,65092
2015,1,1001074,175028,91755,83273,8580,23440,41073,43788,36914,21233,31994,31085,27331,26112,23230,18505,16768
2015,1,1001075,806504,498402,308102,5971,125381,282609,209712,116152,66682,163383,166195,144336,133876,115434,49951,33334
2015,1,1001076,263909,147320,116589,8361,36430,65975,67079,56385,29678,48787,47754,41824,39890,36182,27784,21686
2015,1,1001077,775392,456741,318651,12021,115913,254083,201924,118925,72525,155834,155514,135502,127257,110914,53957,36411
2015,1,1001078,1971571,1047032,924539,56642,624061,548164,377079,238166,127460,350922,350743,311589,294900,298104,219209,146105
2015,1,1001079,36819,18885,17934,1565,5473,9590,8614,7534,4043,6877,6761,5889,5526,5011,3699,3057
2015,1,1001080,76739,39473,37266,3542,11182,19260,18084,16082,8590,14181,13980,12399,11564,10210,7813,6592
2015,1,1001081,765255,466774,298481,6303,127454,266940,191095,110106,63358,154049,156692,136428,126359,109775,49701,32244
2015,1,1001082,2971672,1674518,1297154,80432,494814,978990,737788,427247,252396,571310,580412,510812,477762,416950,244749,169676
2015,1,1001083,84313,43394,40919,3324,12749,22182,19941,17322,8795,15746,15489,13502,12700,11464,8499,6915
2015,1,1001084,598664,357048,241616,5982,92175,200841,151578,92665,55422,120160,121528,104799,98669,86787,41778,24940
2015,1,1001085,2995346,1657019,1338327,59735,844287,913044,606054,370937,201278,550530,562199,496104,466652,442071,291961,185837
2015,1,1001087,1208491,706849,501642,15342,191394,390734,297273,190130,123614,240744,242800,211205,197520,172974,86230,57012
2015,1,1001088,1130579,666146,464433,27796,172668,361560,304230,175716,88600,223799,224068,194744,183779,165088,77442,61665
2015,1,1001089,153813,89196,64617,577,26589,56788,36531,21206,12123,28424,29398,25608,24262,21522,14248,10354
2015,1,1001090,314460,181972,132488,1918,53083,116706,75105,42954,24692,58231,60262,52588,49855,44047,28607,20869
2015,1,1001091,275715,170962,104753,5567,42721,89925,74045,42869,20589,55437,55293,47687,45204,40270,18084,13741
2015,1,1001092,960289,549162,411127,12598,205861,306546,212665,142025,80599,175670,180046,157121,148087,136211,95472,67684
2015,1,1001093,723632,377939,345693,45642,130232,190030,177474,117752,62508,124167,124393,108677,103920,100010,89356,73114
2015,1,1001094,134069,75969,58100,1738,22467,46012,34552,19157,10144,25910,26044,22705,21443,19094,10744,8130
2015,1,1001095,1662608,939312,723296,16638,379485,555781,357633,225214,127865,300394,308530,269799,255845,235329,169769,122945
2015,1,1001096,112924,52493,60431,6026,19278,29353,25097,21335,11836,19478,19315,17396,16629,15053,13350,11704
2015,1,1001097,29886,14312,15574,1703,5292,7996,6782,5090,3023,4851,5026,4462,4323,4073,3840,3310
2015,1,1001098,852499,521647,330852,8874,131469,295845,226439,125282,64588,167740,171210,150954,140764,122287,58968,40572
2015,1,1001099,607950,372963,234987,9992,88426,199184,168105,96592,45648,118911,120693,107528,101073,89579,40965,29203
2015,1,1001100,328922,186724,142198,3846,60946,106480,76216,50825,30611,62382,63025,54481,51466,46892,29622,21053
2015,1,1001101,245257,135409,109848,4427,43301,81294,59625,35406,21204,48819,48977,43072,39542,34462,18147,12236
2015,1,1001102,338094,197669,140425,1554,63315,120682,80037,46605,25902,64319,65282,57920,53920,46980,29203,20473
2015,1,1001103,145076,85353,59723,2291,23318,45887,37847,23357,12377,26816,27515,24185,23329,21539,12089,9603
2015,1,1001104,248745,157519,91226,3346,38302,82460,68010,39280,17349,50236,49971,43216,40942,35829,16425,12125
2015,1,1001105,355031,205099,149932,12903,129089,77945,57024,50536,27532,60609,60702,54206,51560,48345,44188,35420
2015,1,1001106,539829,318680,221149,3007,96428,191489,131256,74338,43311,103389,106177,93347,86897,75819,44832,29366
2015,1,1001107,434679,248849,185830,7359,65466,122234,109603,87163,42860,79076,80428,69964,66337,59590,44403,34880
2015,1,1001108,266373,157099,109274,1638,48558,95173,64266,36909,19829,51142,52280,45907,42686,37447,22114,14794
2015,1,1001109,1187512,687766,499746,17768,221647,375474,290271,184650,97696,221955,225838,195860,184779,170198,113478,75405
2015,1,1001110,473478,258847,214631,16290,73075,128810,119976,87213,48116,88423,88297,76249,72812,67440,45089,35167
2015,1,1001111,678160,360727,317433,15363,130118,216052,157065,99715,59842,128955,131880,115702,107152,95822,57998,40651
2015,1,1001112,532234,313927,218307,2632,93538,188459,130790,74611,42202,101872,104703,91572,85399,74429,44371,29887
2015,1,1001113,59274,34923,24351,1911,19755,13395,10639,8982,4593,10324,10379,9138,8726,8251,7182,5275
2015,1,1001114,265833,153698,112135,4702,53379,83118,65362,39483,19788,48371,49860,43163,41037,38451,27623,17328
2015,1,1001115,813427,450185,363242,16691,136480,271023,202803,119029,67398,152972,159584,138783,130584,115479,67137,48888
2015,1,1001116,38049,21142,16907,825,7684,8620,8305,7949,4666,6109,6200,5419,5254,5516,5215,4337
2015,1,1001117,921548,515150,406398,16091,202438,292104,211309,128344,71270,166552,171306,151263,141965,133916,94047,62498
2015,1,1001118,1835,1139,696,0,203,537,521,408,165,380,365,363,257,273,129,66
2015,1,1001119,856932,437416,419516,24314,183643,204300,177989,165241,101441,137457,140177,124140,120460,123685,116153,94852
2015,1,1001120,414890,240758,174132,3342,79616,146908,98624,55750,30651,76698,80595,70290,65912,59004,37687,24705
2015,1,1001121,305978,156682,149296,7195,56006,70219,65427,64003,43126,51664,52002,45702,44080,44038,38316,30178
2015,1,1001122,106507,57256,49251,2324,13599,26176,26323,21403,16682,20888,20383,17718,17009,14623,8959,6925
2015,1,1001123,625100,348761,276339,5453,123512,220867,146563,81906,46800,112927,120119,104930,98344,87925,60254,40601
2015,1,1001124,374645,212112,162533,6573,57680,86524,85575,83809,54483,66850,66669,58721,55608,52716,42460,31614
2015,1,1001125,161298,86606,74692,1573,34043,56380,36823,21336,11146,27665,30239,26215,24854,22789,17878,11659
2015,1,1001126,26320,12546,13774,1894,3300,5572,6405,5868,3280,4707,4583,4080,3881,3497,2945,2626
2015,1,1001127,797581,480951,316630,24646,93269,222082,224760,143886,88940,159006,158880,137711,129849,114594,56114,41422
2015,1,1001128,108629,53457,55172,1140,20071,36389,26826,16348,7852,19687,20886,17874,16772,15333,10748,7329
2015,1,1001129,188231,98204,90027,1867,35157,61935,45702,28955,14615,33460,35791,31206,29237,26354,18992,13192
2015,1,1001130,131567,73757,57810,3120,18477,37943,34076,24595,13355,24379,24885,21635,20358,18216,12604,9492
2015,1,1001131,83182,46104,37078,2464,10963,23810,21766,15578,8601,15780,15892,13870,13025,11500,7515,5601
