기준년코드,기준분기코드,상권코드,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수,월요일유동인구수,화요일유동인구수,수요일유동인구수,목요일유동인구수,금요일유동인구수,토요일유동인구수,일요일유동인구수
2019,1,1001366,39984,16792,23192,5912,4240,4177,6247,6268,13141,5098,5070,5004,4981,4998,7160,7675
2019,1,1001365,455324,210527,244797,52330,90920,67295,60557,68836,115386,63468,64263,63364,64555,65856,66612,67206
2019,1,1001364,337501,162167,175334,44163,36630,39582,49887,56946,110294,48512,47971,46932,47004,46763,49790,50530
2019,1,1001363,196972,89734,107238,20035,30835,28557,27412,31819,58311,27728,27848,27750,27714,27582,29181,29170
2019,1,1001362,67059,29030,38029,8792,8814,7087,10708,9507,22151,9675,9412,9275,9611,8706,9676,10703
2019,1,1001361,30885,14468,16417,3078,3943,3535,4303,5790,10237,4070,4416,4364,4364,4564,4793,4315
2019,1,1001360,290684,136774,153910,39446,34121,35532,46068,53022,82493,39675,41170,40675,40482,41757,44791,42130
2019,1,1001359,504004,232601,271403,79931,61313,63424,78738,84086,136516,73541,72872,71960,72168,70738,70744,71981
2019,1,1001358,44113,20002,24111,7101,5115,5471,6695,6742,12989,6356,6290,6213,6203,6191,6336,6523
2019,1,1001357,530969,234618,296351,77928,63844,68526,77192,76767,166711,74395,73982,72961,72463,72037,80160,84971
2019,1,1001356,28692,13304,15388,3521,5111,4217,4152,4491,7201,3844,3836,3814,3808,3850,4631,4907
2019,1,1001355,405731,186387,219344,36052,69780,59945,58503,71711,109743,56627,58210,57902,58179,59273,57890,57651
2019,1,1001354,544878,245115,299763,82216,65437,61416,83329,81813,170666,75789,75910,75906,74605,75831,81451,85388
2019,1,1001353,281571,125417,156154,30603,36898,32107,36180,51301,94482,39978,39199,39407,39533,40175,42246,41034
2019,1,1001352,469808,218729,251079,57826,75617,67156,73987,72018,123203,66281,66004,66102,65312,64862,68366,72881
2019,1,1001351,197847,90538,107309,27792,19693,23190,30202,31038,65932,26837,26490,26893,26694,27347,31746,31839
2019,1,1001350,40093,18151,21942,4858,6806,5069,5957,6502,10900,5536,5571,5639,5760,5957,6211,5419
2019,1,1001349,771969,361586,410383,119979,118583,94852,115214,114810,208530,109410,110022,109208,109636,110590,113108,109994
2019,1,1001348,72256,33802,38454,8818,7880,8280,10522,11737,25017,10239,10139,10148,10107,10351,10668,10603
2019,1,1001347,491354,228845,262509,69638,63465,60434,72066,80429,145322,70241,69292,69133,69201,68014,70672,74802
2019,1,1001346,60700,27346,33354,9371,7545,6666,9480,9185,18455,8751,8680,8719,7910,8560,8811,9271
2019,1,1001345,41244,19473,21771,6129,5025,5325,6341,6616,11807,5951,5796,5777,6154,5726,5794,6047
2019,1,1001344,15084,7115,7969,2726,1473,1948,2540,2437,3958,2176,2194,2159,1956,2145,2218,2237
2019,1,1001343,432231,199640,232591,67798,42627,44166,66336,69477,141827,62326,61225,61110,60729,61010,61571,64259
2019,1,1001342,105451,47870,57581,25082,9398,10855,16386,14410,29321,14587,14495,14791,14562,14683,15793,16542
2019,1,1001341,98821,46322,52499,15341,10303,13594,15968,14141,29476,14104,13982,14128,14201,13681,14796,13930
2019,1,1001340,314386,150617,163769,45811,64408,37813,41720,41509,83125,44761,44279,43730,43891,44594,46491,46639
2019,1,1001339,244983,110307,134676,44778,24938,32152,36325,36551,70242,32978,34733,34943,32626,34568,36766,38369
2019,1,1001338,708647,311351,397296,91058,180305,100749,94989,92465,149084,98840,96528,98480,100494,105038,109348,99919
2019,1,1001337,22393,9933,12460,2869,2697,3423,3113,3864,6428,3224,3296,3298,3283,3146,2990,3155
2019,1,1001336,483286,230165,253121,50002,58412,61162,68043,97991,147677,67243,66736,66890,67543,67698,73951,73225
2019,1,1001335,218558,102275,116283,40620,29769,33405,35343,29951,49471,30599,30214,29857,29934,28848,33634,35473
2019,1,1001334,280969,134257,146712,37860,33491,32227,40139,55360,81892,39998,39348,39121,38729,38646,41827,43301
2019,1,1001333,438722,198154,240568,73267,55332,59495,64765,73131,112732,61638,61034,60302,59590,59988,66391,69778
2019,1,1001332,786471,378116,408355,92316,123145,113556,113340,125729,218384,112478,110883,111058,110808,109850,117440,113952
2019,1,1001331,412288,188124,224164,57420,47647,57656,64485,68717,116362,58392,57699,57906,56704,55546,61117,64922
2019,1,1001330,727491,330293,397198,89989,93886,103678,97910,128985,213044,104180,102968,101990,102070,101063,107915,107305
2019,1,1001329,637710,308481,329229,88890,84877,96906,96163,107777,163096,90567,89481,89848,89899,90313,93873,93728
2019,1,1001328,22206,10040,12166,3665,3365,2644,3464,3109,5959,3321,3104,3117,3104,3058,3145,3355
2019,1,1001327,32407,15458,16949,3224,4082,4168,5355,5261,10318,4601,4483,4455,4423,4435,4903,5108
2019,1,1001326,314976,145320,169656,43955,124645,40252,32141,26862,47121,43758,43721,45675,46588,47605,44234,43391
2019,1,1001325,174390,86305,88085,7958,15896,16807,20480,32585,80665,24596,23964,24386,24907,25593,26986,23959
2019,1,1001324,23118,10271,12847,4183,2481,2766,3603,3635,6451,3297,3281,3245,3337,3281,3373,3304
2019,1,1001323,173166,78140,95026,29379,20431,24512,28126,25466,45252,22999,25460,24566,24767,25668,24431,25275
2019,1,1001322,67575,33200,34375,6643,10406,10550,9947,11525,18503,9673,9782,9715,9833,10087,9481,9005
2019,1,1001321,221479,106548,114931,29557,24036,30575,36362,37316,63632,31596,31038,31122,31214,30971,32717,32821
2019,1,1001320,129000,60351,68649,23724,20908,18355,18313,18167,29535,18264,18036,18507,18958,18100,19151,17985
2019,1,1001319,111349,54635,56714,5048,10013,11142,13645,21420,50084,16397,15914,16020,16541,16066,16337,14075
2019,1,1001318,136937,67308,69629,7100,12197,13134,16036,25505,62966,19510,18996,19344,19647,19997,20626,18818
2019,1,1001317,44424,21725,22699,2444,3921,4278,5232,8270,20279,6422,6230,6338,6421,6460,6524,6030
2019,1,1001316,1395881,683491,712390,115950,167312,163269,182730,219371,547249,203723,198199,200514,206841,208492,204441,173670
2019,1,1001315,46038,22609,23429,2607,4077,4442,5497,8620,20795,6659,6487,6577,6672,6692,6731,6220
2019,1,1001314,84918,41553,43365,3827,7807,8687,10471,15723,38406,12535,12122,12238,12705,12322,12526,10470
2019,1,1001313,75499,35898,39601,3639,8485,9371,9046,13657,31304,11115,10810,10901,11081,10968,10830,9794
2019,1,1001312,38947,20417,18530,4009,7621,6237,5472,6068,9541,5838,5868,5977,6036,5921,4848,4460
2019,1,1001311,16622,8085,8537,1009,2221,2265,2169,2681,6277,2447,2372,2398,2414,2366,2385,2240
2019,1,1001310,26013,12181,13832,4547,3426,4350,4330,3985,5375,3693,3694,3744,3744,3675,3710,3753
2019,1,1001309,45935,22064,23871,4633,14257,7405,5878,5828,7935,6170,6366,6506,6338,6891,7217,6444
2019,1,1001308,344542,170458,174084,23116,52736,51029,53095,73487,91079,48016,48285,47855,47300,48395,51205,53487
2019,1,1001307,174620,83597,91023,20466,25339,27433,26682,30237,44464,24999,24965,24543,25020,24608,25509,24975
2019,1,1001306,188115,93660,94455,15299,26460,27421,28846,38549,51538,26226,26353,26333,26227,26933,27830,28211
2019,1,1001305,57336,26989,30347,11954,6799,9123,8917,8802,11741,8025,8021,8046,7992,8019,8577,8655
2019,1,1001304,974917,436357,538560,109836,157689,161162,144789,159056,242383,137419,135867,136102,134243,134540,146450,150293
2019,1,1001303,42456,19590,22866,5736,5085,6220,6039,7267,12110,6083,5902,5956,5910,5699,6184,6722
2019,1,1001302,152417,74329,78088,18699,18255,23159,23046,29149,40109,21249,20562,20719,20457,20001,23987,25442
2019,1,1001301,275226,125040,150186,44044,32383,41628,38955,46875,71340,38544,37311,37255,38564,38608,41882,43062
2019,1,1001300,302187,149495,152692,30788,142167,47343,26063,23246,32581,39338,39832,40266,41075,45333,50935,45410
2019,1,1001299,80256,38294,41962,7017,36378,13212,7474,6658,9515,10744,10765,10838,10963,11699,13067,12177
2019,1,1001298,460050,222459,237591,50443,72947,62935,75599,73155,124970,64204,64437,65193,64721,65504,65954,70038
2019,1,1001297,100339,52525,47814,13692,13256,16011,16273,19567,21542,14419,14314,14400,14491,14343,14473,13898
2019,1,1001296,98680,46305,52375,17098,9918,15364,13712,13952,28635,13445,13491,13416,13471,13479,15606,15775
2019,1,1001295,795685,352770,442915,96340,129252,138961,126574,119762,184799,108448,110804,111905,112068,115235,116537,120687
2019,1,1001294,286124,141480,144644,35382,34570,45865,47211,44411,78687,42317,41651,42003,42457,41958,40251,35487
2019,1,1001293,31093,14470,16623,3342,4882,5732,5070,4573,7495,4426,4341,4349,4343,4388,4591,4656
2019,1,1001292,44276,21063,23213,4143,9000,10401,7360,4767,8605,6101,6135,6248,6227,6286,6786,6493
2019,1,1001291,34254,17136,17118,2168,8990,7719,5059,4062,6258,4553,4527,4677,4836,5279,5622,4761
2019,1,1001290,88048,39141,48907,16615,8413,12794,17213,11601,21411,12289,12233,12852,12792,12864,12545,12472
2019,1,1001289,529379,266736,262643,65239,66080,92830,86479,76191,142562,76170,75132,76269,77449,75781,75593,72987
2019,1,1001288,47462,22689,24773,7764,6566,7063,7816,8065,10187,6802,6709,6762,6802,6829,6875,6682
2019,1,1001287,61164,28017,33147,6989,9535,11360,8977,7554,16749,8547,8502,8595,8481,8594,8931,9515
2019,1,1001286,64189,30807,33382,6555,8365,10645,10234,10198,18192,9045,8853,8939,9018,8965,9554,9816
2019,1,1001285,42709,22465,20244,2741,6421,9388,8581,6715,8864,6358,6343,6486,6679,6446,5513,4883
2019,1,1001284,884308,427362,456946,73479,115585,132455,129721,165135,267932,128695,125999,127460,131219,129376,125642,115915
2019,1,1001283,366888,174683,192205,44892,47976,57689,61848,67254,87228,51409,51559,51762,52275,52286,53656,53943
2019,1,1001282,362189,166703,195486,42287,51218,56532,56784,50520,104848,50782,50750,50616,51150,51380,53538,53973
2019,1,1001281,71714,35304,36410,2598,14809,18288,13073,10400,12543,10868,10840,10962,11415,11567,9068,6992
2019,1,1001280,84220,40068,44152,2949,17107,21879,15543,12430,14311,12657,12665,12892,13480,13648,10806,8071
2019,1,1001279,190152,91142,99010,5954,38670,49908,35328,28042,32250,28864,28856,29256,30568,30912,23916,17780
2019,1,1001277,568806,343104,225702,17500,57866,79338,98419,131124,184559,89348,86750,89624,96271,96617,72713,37482
2019,1,1001276,42573,19208,23365,2855,8153,9492,7371,6693,8007,5853,5903,6254,6595,6746,6408,4814
2019,1,1001275,91958,54483,37475,4670,12737,14227,17796,18211,24320,14374,14181,14668,15472,14776,10383,8103
2019,1,1001274,593313,353994,239319,22346,83888,100068,110129,118785,158099,92472,90910,94416,100959,98306,70207,46042
2019,1,1001273,1078497,485200,593297,29755,152947,240360,217431,179132,258872,166037,162945,170050,181805,180249,135340,82072
2019,1,1001272,45531,23951,21580,3102,5962,8740,7469,8300,11959,6191,6070,6224,6278,6415,7096,7257
2019,1,1001271,612643,312728,299915,38162,88927,109879,104400,111845,159429,86966,85278,87147,89246,90417,88738,84851
2019,1,1001270,469428,223165,246263,34845,52528,53776,75535,103441,149302,66365,66622,66863,67763,69612,68295,63907
2019,1,1001269,76397,35922,40475,3213,11132,15489,14124,14562,17877,11183,11121,11325,11658,11981,10913,8216
2019,1,1001268,112125,61411,50714,6371,15893,16067,19071,22425,32297,16892,16736,16940,17793,17489,14653,11623
2019,1,1001267,392020,206558,185462,12554,51148,60992,70292,84200,112835,59748,59660,61935,65396,66395,50491,28397
2019,1,1001266,182556,96192,86364,6012,23888,28470,32717,39086,52381,27786,27752,28767,30374,30815,23572,13488
2019,1,1001265,203985,118921,85064,8248,28475,27022,33541,39573,67125,30762,30479,31570,33560,33210,27573,16831
2019,1,1001264,268973,127015,141958,35378,44726,45777,48962,37182,56948,38409,38130,39208,39939,40424,37716,35149
2019,1,1001263,1639907,744578,895329,273498,375301,217252,227601,236908,309347,220473,221106,229907,229183,243876,259972,235390
2019,1,1001262,337601,150065,187536,51282,51495,43070,51352,56196,84207,50446,51493,53280,53799,54646,40747,33193
2019,1,1001261,872638,373031,499607,125957,159238,126774,140111,135950,184608,119381,118379,121438,123298,131323,135545,123274
2019,1,1001260,650520,303032,347488,90213,87260,82550,96679,108933,184884,89010,89151,91211,92213,95025,99957,93954
2019,1,1001259,386997,178895,208102,32910,70823,57097,56402,66407,103359,53919,55229,54946,55495,56723,56210,54475
2019,1,1001258,54658,24086,30572,9039,7164,6741,9135,8564,14015,7337,7416,7587,7511,7446,8744,8614
2019,1,1001257,2460453,1159485,1300968,231683,580074,364198,361126,370078,553296,340613,343494,343188,351513,363299,374989,343355
2019,1,1001256,391908,181999,209909,30994,90896,62892,61216,58875,87034,55766,56144,56406,56336,57293,56413,53548
2019,1,1001255,115290,51897,63393,12109,20227,16450,16299,17416,32789,13598,15507,17431,17655,19178,16471,15448
2019,1,1001254,2214615,1008464,1206151,255805,403481,324982,309075,321971,599302,315339,307039,304606,310192,315367,341402,320670
2019,1,1001253,742168,338680,403488,76939,140341,114063,104322,108287,198215,106186,102657,101692,102933,101373,114848,112479
2019,1,1001252,361374,162473,198901,45050,53811,44227,53370,60211,104709,49653,49909,50237,50739,52506,56111,52219
2019,1,1001251,572186,257585,314601,72226,99687,75303,84189,88483,152298,79970,80072,80929,82492,84739,86183,77802
2019,1,1001250,563182,253644,309538,48519,90842,93388,77690,89664,163079,79465,81653,81421,83560,85790,78909,72383
2019,1,1001249,728785,323063,405722,72125,102497,106953,104357,118711,224143,96964,98298,99761,99179,100828,116309,117446
2019,1,1001248,606837,268753,338084,53261,87025,92748,88576,103944,181280,81693,89249,89820,82316,84420,90438,88899
2019,1,1001247,41976,17239,24737,4934,5300,5993,7356,7487,10907,5531,5540,5729,5889,6322,6677,6288
2019,1,1001246,67807,30119,37688,9180,8266,10180,12080,11414,16687,9340,9487,9546,9694,9848,10274,9617
2019,1,1001245,1841609,782608,1059001,285288,580809,274664,225835,195258,279755,256618,254126,260546,265970,266724,275860,261765
2019,1,1001244,571685,257439,314246,69595,201935,73354,61123,53198,112484,83648,84698,85991,87084,82445,76179,71640
2019,1,1001243,365272,194124,171148,51781,161009,41582,31689,29039,50173,52687,53106,54664,56387,56451,48351,43629
2019,1,1001242,1277451,559769,717682,150386,445985,199945,158039,130000,193095,167023,170763,178753,179378,186887,209519,185128
2019,1,1001241,545264,253857,291407,73430,203512,73224,63588,53918,77593,73280,74064,75198,76100,79256,86367,81000
2019,1,1001240,812578,348730,463848,90117,254101,145873,107596,85517,129373,102005,106331,112705,115031,119059,136367,121080
2019,1,1001239,319154,165419,153735,34295,69563,84029,67287,33157,30823,51087,52055,52657,56280,51728,30184,25162
2019,1,1001238,1489616,706892,782724,105163,188095,169402,185887,256818,584251,204251,203332,209263,211829,218762,232167,210012
2019,1,1001237,155729,79959,75770,11870,30530,31844,29964,21849,29673,23277,23029,23840,24785,24487,19091,17221
2019,1,1001236,112473,55542,56931,10486,17085,21416,21249,17179,25061,16520,16584,16997,17483,17497,14776,12617
2019,1,1001235,112053,58659,53394,9743,15967,24502,21967,17314,22558,17068,17220,17721,18428,17772,12953,10891
2019,1,1001234,472767,236072,236695,45374,88955,85870,84182,66612,101775,67744,68769,70232,72433,71398,64856,57334
2019,1,1001233,222735,125098,97637,12206,45465,37904,41571,36874,48717,33386,33478,34745,36639,36315,27647,20524
2019,1,1001232,1317020,781370,535650,65124,277544,191549,198498,187759,396545,184971,186472,192295,198749,203956,198393,152185
2019,1,1001231,308530,160511,148019,25109,53427,55268,49974,52013,72740,46001,45656,46403,48020,47264,38956,36231
2019,1,1001230,813506,450918,362588,43694,168060,151723,138062,119903,192061,120961,120388,125336,131286,132233,106219,77082
2019,1,1001229,119401,62767,56634,8693,23434,22768,21592,18471,24445,18452,18486,19051,19522,18973,13311,11606
2019,1,1001228,726464,394938,331526,40506,104063,106499,124485,144740,206171,109548,108782,110298,116174,114409,94200,73052
2019,1,1001227,641784,349511,292273,33877,120964,152493,137722,96102,100626,101215,101968,106284,111427,107181,65134,48577
2019,1,1001226,921184,500359,420825,50421,180317,181214,171330,148199,189703,146252,145000,148408,156036,150829,94410,80251
2019,1,1001225,278327,142205,136122,16182,44180,47478,47615,51984,70888,40443,39303,40185,41540,41699,39046,36110
2019,1,1001224,192207,101352,90855,14299,29116,31813,31705,33930,51345,28023,26903,28118,29164,30213,25515,24272
2019,1,1001223,1052156,531233,520923,63153,157277,234222,219366,159882,218256,159909,160084,166995,172640,168242,114257,110030
2019,1,1001222,93279,44677,48602,7652,11978,12842,14986,17731,28089,13266,13396,13489,13567,13897,13057,12608
2019,1,1001221,1036352,503388,532964,134923,155461,193753,176343,152091,223782,142271,145633,145953,146772,146778,157192,151753
2019,1,1001220,983936,485789,498147,47195,131593,164822,170338,190875,279113,140262,140571,143861,147726,152802,139924,118790
2019,1,1001219,149103,72192,76911,9851,16934,17708,23991,32573,48048,21381,20883,21063,21451,21966,22096,20265
2019,1,1001218,447170,236488,210682,14721,58345,69259,80062,95941,128844,68117,68030,70515,74510,75541,57621,32837
2019,1,1001217,221962,119920,102042,7650,30890,34749,39541,45669,63465,33990,33819,35032,37074,37264,28044,16741
2019,1,1001216,452730,253834,198896,19309,121284,93550,76930,57989,83668,68552,68356,70933,75951,76582,55490,36864
2019,1,1001215,337412,174713,162699,17360,60305,82409,76547,50669,50122,53673,53802,56157,59298,57225,31632,25625
2019,1,1001214,73404,40797,32607,3007,18892,16218,13326,9527,12436,11298,11272,11713,12541,12498,8426,5655
2019,1,1001213,1071696,600437,471259,44788,290664,227055,183401,135212,190575,162834,162374,168574,180732,182088,129458,85634
2019,1,1001212,141630,69270,72360,15390,20481,25608,26492,22575,31084,21638,21162,21810,22881,21681,16918,15540
2019,1,1001211,200870,89240,111630,14323,40372,46499,34634,30014,35029,27343,27541,29243,30839,31535,30604,23765
2019,1,1001210,427050,222743,204307,32649,69516,103638,99116,63107,59024,69981,70145,71829,76295,70925,36523,31352
2019,1,1001209,449617,233906,215711,13429,88835,116528,105626,67456,57745,73957,73742,76484,82245,77931,37888,27372
2019,1,1001208,837784,497785,339999,20966,155423,192871,164413,131630,172482,135147,133393,140758,150724,146539,79919,51303
2019,1,1001207,1106498,531274,575224,36588,222757,285389,204351,165380,192035,167727,167625,170072,177534,179477,139622,104444
2019,1,1001206,670166,334088,336078,66338,100962,130739,131626,107250,133249,104244,105522,107419,112636,107589,70559,62197
2019,1,1001205,613920,309061,304859,34143,124114,129969,107846,99007,118841,90782,88269,92360,97755,98193,81924,64636
2019,1,1001204,1087255,640257,446998,34046,162035,197841,227911,211237,254188,172538,170596,180399,190017,186272,103688,83745
2019,1,1001203,1321767,654913,666854,71040,302813,314721,261167,176000,196025,200868,199358,208151,219107,214832,146979,132472
2019,1,1001202,349801,173860,175941,15038,70690,86707,72152,51196,54020,54033,53956,56756,60103,59527,36856,28569
2019,1,1001201,1068764,503805,564959,82749,158347,179056,174817,199005,274791,151125,153100,157832,161883,163956,148812,132057
2019,1,1001200,450533,223511,227022,19980,88709,111907,91525,66325,72087,69142,69046,72979,77040,77067,48464,36793
2019,1,1001199,1082978,629779,453199,37614,167753,207097,231753,199275,239486,170193,169891,178921,188245,183107,103587,89034
2019,1,1001198,411092,200807,210285,58572,74769,64896,53628,59896,99330,58269,58492,58589,58534,58674,59221,59312
2019,1,1001197,543706,286486,257220,45155,75300,95304,93790,96494,137663,80043,78742,79819,81846,81452,73551,68254
2019,1,1001196,394390,219339,175051,12475,66951,112421,103941,57965,40637,68366,67327,70408,74852,69692,25118,18627
2019,1,1001195,287517,136872,150645,29155,62380,46654,44382,44837,60107,40874,40423,41100,41494,42215,41992,39419
2019,1,1001194,293638,127794,165844,42630,43936,51494,48629,41096,65855,40210,40516,42851,42242,43232,44538,40050
2019,1,1001193,361695,195187,166508,18560,57098,66796,65318,64677,89245,54287,52206,54707,56474,55504,46502,42015
2019,1,1001192,539147,295035,244112,50494,136749,84644,86535,78651,102075,83383,83820,85941,89661,85597,60887,49857
2019,1,1001191,111953,50438,61515,15720,17109,20161,17727,16590,24647,15761,15732,15840,15919,15696,16546,16460
2019,1,1001190,131536,72578,58958,7863,20464,23903,23974,23761,31570,19250,19415,19602,19792,19662,17547,16266
2019,1,1001189,566106,269676,296430,50059,120840,117280,98468,77344,102115,83039,83689,85828,88784,87756,74925,62082
2019,1,1001188,186438,95655,90783,13333,42272,37197,30635,25950,37054,27838,27519,28864,28753,27744,23819,21902
2019,1,1001187,558310,274302,284008,75874,242920,73524,51451,49789,64752,77346,76740,78532,80487,81617,86445,77142
2019,1,1001186,1340993,454720,886273,148909,566003,185807,141517,128329,170427,192236,186717,192185,197875,199304,196366,176309
2019,1,1001185,4796597,2210242,2586355,523374,2434902,638233,399880,349285,450924,633720,631218,653025,685022,735439,785143,673032
2019,1,1001184,494115,224766,269349,56161,173188,98304,68481,41234,56747,65684,65984,68502,70871,75189,80418,67464
2019,1,1001183,373178,174527,198651,35383,110052,84513,58259,33480,51492,53394,52977,54392,56959,58570,52460,44426
2019,1,1001182,6386997,3004041,3382956,942860,2691819,1113908,685414,399616,553382,802315,820741,835521,878635,974037,1131273,944474
2019,1,1001181,458898,220515,238383,40393,98113,97329,64253,67925,90887,65422,65158,65659,66283,65717,66493,64168
2019,1,1001180,1670356,757241,913115,182710,606944,258748,185394,174672,261891,229792,228789,237413,242588,251969,254937,224870
2019,1,1001179,1015619,504331,511288,109856,183116,188413,161033,153476,219724,139846,141762,140861,142207,144914,153764,152267
2019,1,1001178,766868,363768,403100,86291,245255,157444,116221,69259,92400,104578,105356,107724,111845,117076,118471,101820
2019,1,1001177,177871,82703,95168,20189,29040,30757,27543,24488,45855,25708,25622,25445,25835,25585,25131,24548
2019,1,1001176,56181,25635,30546,7084,7963,9031,8770,7724,15610,7982,8021,7953,7991,7997,8127,8110
2019,1,1001175,850623,413458,437165,210074,97561,94084,133996,127471,187437,120398,120159,122836,125223,124748,122276,114984
2019,1,1001174,305193,142051,163142,30590,48359,60336,47066,46816,72025,43345,43154,43481,44438,44276,44223,42275
2019,1,1001173,899301,404403,494898,164929,91942,114002,146859,145701,235868,126263,125168,126514,127002,128933,132702,132720
2019,1,1001172,394750,196296,198454,36698,156034,66098,39947,41228,54744,54726,54417,55112,55803,55953,59632,59107
2019,1,1001171,131845,63419,68426,13300,20803,28094,25209,21038,23403,20782,20765,21183,22296,21441,13826,11553
2019,1,1001170,311599,151285,160314,38258,49587,66048,56397,48027,53286,47764,48026,48829,50879,48804,35656,31645
2019,1,1001169,72162,38750,33412,4305,17000,15490,13087,9589,12692,10493,10645,10917,11551,11589,9146,7824
2019,1,1001168,185407,95353,90054,13626,41861,38325,32525,26017,33053,28333,27913,28442,29805,30078,22233,18601
2019,1,1001167,238235,112212,126023,24220,40117,48962,41801,39305,43827,35971,34386,36046,37151,37546,30522,26610
2019,1,1001166,1291851,634571,657280,146366,177290,273067,268808,187569,238750,191410,192142,195278,199158,198246,165620,149998
2019,1,1001165,1848690,910930,937760,225709,873554,275243,157738,135364,181081,233047,238319,242341,250389,279449,328432,276713
2019,1,1001164,931263,465732,465531,75467,146536,192920,173971,147545,194824,140803,140062,144252,148389,146308,113820,97628
2019,1,1001163,1329883,625425,704458,132830,264205,225018,193906,206466,307458,176563,176351,181032,184332,197759,213410,200434
2019,1,1001162,663541,312013,351528,69552,217253,111324,82431,78597,104385,88613,89663,93077,94337,98736,106556,92560
2019,1,1001161,97122,41953,55169,10296,23153,16002,12942,13516,21214,13009,12839,13408,13629,14027,16022,14187
2019,1,1001160,936915,464188,472727,95252,189852,164690,146388,140183,200548,129675,128550,131009,133930,135282,143314,135159
2019,1,1001159,280729,124661,156068,23827,42494,45498,43422,47904,77585,38787,38476,39843,40070,41757,42153,39641
2019,1,1001158,369397,182064,187333,34047,79009,71471,55595,53152,76123,53039,53434,54419,56009,57198,50765,44531
2019,1,1001157,232277,103161,129116,22583,46698,40073,32995,36419,53508,31541,30547,31759,32060,34187,37816,34367
2019,1,1001156,1666594,802345,864249,139036,268911,292645,287131,278520,400349,233189,234329,236592,238729,243202,242805,237748
2019,1,1001155,366597,205053,161544,36219,56225,82574,70773,50029,70775,54165,53725,55059,56535,55842,47822,43448
2019,1,1001154,75128,40022,35106,8844,10041,13275,13627,10353,18988,10970,10946,11106,11301,11087,10038,9680
2019,1,1001153,358300,173380,184920,38116,75440,67526,54666,50281,72273,50287,50620,51451,53446,54939,51520,46038
2019,1,1001152,128998,59594,69404,17859,22561,19284,20070,19286,29938,17986,17531,18308,18407,19029,19928,17810
2019,1,1001151,103703,59085,44618,10396,15972,21999,20209,14359,20766,15383,15212,15832,16109,15961,13408,11799
2019,1,1001150,593200,310608,282592,30631,200195,133994,78534,59775,90071,70166,70957,71060,73942,88643,116078,102354
2019,1,1001149,149943,70961,78982,8175,28929,37132,27525,18860,29321,21678,21812,22295,23049,22895,19911,18301
2019,1,1001148,112314,50418,61896,20338,14664,16008,19238,16877,25190,15625,15495,15627,15480,15740,17246,17103
2019,1,1001147,78723,41750,36973,6636,13474,17680,14579,10471,15885,11578,11390,11778,12233,12202,10470,9072
2019,1,1001146,33105,16562,16543,2116,8429,7409,4936,4011,6205,4408,4389,4549,4712,5085,5369,4591
2019,1,1001145,130969,67316,63653,12042,27673,30445,23540,16301,20967,18385,18105,18811,19387,20003,19301,16976
2019,1,1001144,262516,152399,110117,7381,50916,77320,58447,34409,34043,41386,41149,44754,45196,43245,19346,27439
2019,1,1001143,253315,135032,118283,16224,54281,68047,50167,30865,33732,38683,38397,40181,41617,40415,28494,25531
2019,1,1001142,17603,9901,7702,486,3614,5125,3890,2315,2172,2877,2835,3002,3043,2966,1458,1420
2019,1,1001141,2772363,1239178,1533185,229901,618182,660138,476941,306895,480309,384590,397680,414955,435665,447291,388179,304004
2019,1,1001140,1514882,700606,814276,218193,247669,309299,258023,178432,303266,223727,227212,230347,241861,238324,190018,163393
2019,1,1001139,854074,437434,416640,72266,149847,162605,140097,134763,194498,120092,121065,123004,129008,128425,121387,111091
2019,1,1001138,853166,374461,478705,61243,214008,222934,145576,89957,119448,115748,124803,130396,137575,139400,119332,85910
2019,1,1001137,192160,94712,97448,38197,23917,23990,28800,29180,48075,27424,27362,27617,27948,28355,26141,27311
2019,1,1001136,235692,110443,125249,48806,31650,34021,47100,33108,41008,32982,33042,33778,34256,35068,33979,32587
2019,1,1001135,4001307,1808443,2192864,358654,973070,928371,663714,436347,641149,580239,577615,599092,627201,636942,546521,433695
2019,1,1001134,459618,266494,193124,21009,76803,136603,109368,57877,57956,77236,75744,79331,83740,78013,36050,29505
2019,1,1001133,231220,107801,123419,29187,35973,47299,39255,30942,48566,32902,33772,34686,35482,36230,30831,27316
2019,1,1001132,176884,87924,88960,16217,25820,33724,30886,28496,41741,26616,26089,26590,27339,27146,22128,20976
2019,1,1001131,350019,178873,171146,29107,48599,78443,64384,54084,75403,52300,53095,54327,55616,55542,43598,35541
2019,1,1001130,159215,78147,81068,13032,23116,37049,29873,22284,33862,23488,23702,24322,24998,24664,20394,17645
2019,1,1001129,128831,60855,67976,12663,20885,26116,21659,18551,28956,17797,18880,19282,19790,19806,17615,15662
2019,1,1001128,261391,116956,144435,24150,51631,60937,46911,31492,46269,36448,38089,39034,40412,40903,35569,30934
2019,1,1001127,831151,465994,365157,50437,130669,230135,188356,107637,123916,136470,134298,140146,147545,138439,73094,61159
2019,1,1001126,38918,19064,19854,5308,4678,5373,5895,6756,10908,5522,5502,5576,5522,5609,5614,5573
2019,1,1001125,210551,96573,113978,13896,54129,58792,36155,21150,26429,27128,29230,31099,32671,33629,32972,23821
