기준년코드,기준분기코드,상권구분코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,당월매출금액,당월매출건수,주중매출비율,주말매출비율,월요일매출비율,화요일매출비율,수요일매출비율,목요일매출비율,금요일매출비율,토요일매출비율,일요일매출비율,시간대00~06매출비율,시간대06~11매출비율,시간대11~14매출비율,시간대14~17매출비율,시간대17~21매출비율,시간대21~24매출비율,남성매출비율,여성매출비율,연령대10매출비율,연령대20매출비율,연령대30매출비율,연령대40매출비율,연령대50매출비율,연령대60이상매출비율,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대건수~06매출건수,시간대건수~11매출건수,시간대건수~14매출건수,시간대건수~17매출건수,시간대건수~21매출건수,시간대건수~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2015,4,A,골목상권,1000473,마포대로4길,CS100010,커피-음료,108885755,12511,80,20,16,17,16,16,16,11,9,0,15,34,19,20,11,47,54,1,29,34,23,10,3,95754771,13130984,19386810,20972117,17333307,20665466,17397071,9066310,4064674,99836,21210020,36839754,24537704,21103148,5095293,30350555,45868637,288749,17903683,25716437,21300975,8470541,2538810,10640,1871,2030,2191,2049,2347,2023,1240,631,17,2587,4476,2540,2339,552,4372,6107,62,2731,3513,2541,1275,359,3
2015,4,A,골목상권,1000429,진흥로12길,CS100010,커피-음료,11089092,520,79,21,31,18,7,8,15,15,6,2,5,3,33,41,15,52,48,0,30,26,31,6,7,7733426,3355666,1532387,1771395,2055597,777821,1596226,2585207,770459,892110,33647,555229,1527050,4787112,3293944,5343844,5083963,0,2248407,1886143,4581997,1191560,519701,388,132,104,101,51,38,94,89,43,18,13,24,127,212,126,235,271,0,122,127,184,49,25,1
2015,4,A,골목상권,1000773,여의대방로24길,CS100010,커피-음료,41824718,2564,92,8,17,25,16,20,15,3,5,0,5,65,15,13,2,39,61,2,19,37,27,12,2,40039021,1785697,22035183,5784831,3356233,4715475,4147299,1003649,782048,0,971439,15049582,2625721,22482251,695725,28719275,11871173,367189,2959156,6846958,8455194,1793427,20168526,2370,194,425,630,400,516,399,78,116,0,129,1675,386,335,39,940,1469,52,482,880,681,270,43,2
2015,4,A,골목상권,1000763,서달로14길,CS100010,커피-음료,34605591,7537,83,18,15,19,13,18,18,15,3,0,17,35,35,13,0,37,64,1,21,40,23,11,5,27118139,7487452,4061825,5776221,4827199,5286565,7166329,5939120,1548332,0,5882028,11317998,10716812,6677618,11135,10768179,23675507,307581,3492676,15101034,9488511,3899129,2154755,6008,1529,943,1464,890,1242,1469,1207,322,0,1622,2242,2249,1420,4,2323,5186,52,1004,3415,1809,907,324,2
2015,4,A,골목상권,1000907,도산대로30길,CS100010,커피-음료,515946363,72497,86,14,18,19,17,18,15,8,6,2,16,41,23,15,4,46,54,3,41,34,13,7,3,394788066,121158297,76516189,82506813,78066557,84156844,73541663,63815153,57343144,52433720,57942133,150579327,104299008,86720027,63972148,207261713,206673866,6371233,137578529,165730696,61967182,29966293,12321655,57661,14836,11367,12115,11234,12232,10713,7929,6907,5998,10822,22115,14546,11599,7417,30369,31484,1370,23295,22790,8789,4087,1538,9
2015,4,A,골목상권,1000284,아리랑로4길,CS100010,커피-음료,100108705,18142,67,34,13,12,14,14,14,16,17,0,7,28,28,28,10,38,62,2,45,27,16,8,2,69535436,30573269,12839426,13558614,14415788,14930902,13790706,15361799,15211470,12317,10798101,25312050,24705402,26840062,12440773,34564705,59757662,3084178,41727840,23959947,15799002,7269195,2482208,12598,5544,2386,2455,2513,2710,2534,2805,2739,2,2385,4504,4354,4778,2119,6076,11355,639,8311,4538,2539,1134,274,4
2015,4,A,골목상권,1000252,봉화산로56길,CS100010,커피-음료,297813124,42253,67,33,12,14,13,13,16,18,15,1,3,21,27,30,19,44,56,5,32,25,28,8,2,189312244,108500880,32887412,36072424,38154779,42560753,39636876,51940872,56560008,1523090,8878697,50146124,69673520,101688785,65902908,131505223,157996340,18680893,96041788,75147570,61020634,31516689,7093986,27862,14391,4971,5383,5683,6183,5642,6773,7618,10,1511,7303,10673,14618,8138,18493,23260,3173,15252,10811,8212,3589,711,6
2015,4,R,전통시장,1001332,사가정시장,CS100010,커피-음료,144469752,12885,66,34,11,13,14,15,13,18,16,0,3,12,22,47,17,36,64,3,30,26,20,16,5,91179001,53290751,16021004,15448638,15834866,23643371,20231122,27949930,25340821,27102,3426828,15220683,25162287,64942999,35689853,57375312,80967341,2873007,39684556,40282882,32464897,17508946,5528368,8169,4716,1515,1460,1434,1891,1869,2365,2351,1,447,1712,2355,5365,3005,5281,7304,359,4439,3770,2329,1352,340,2
2015,4,A,골목상권,1000142,동일로18길,CS100010,커피-음료,36717525,3172,76,25,12,16,14,16,17,16,9,4,5,19,23,29,21,63,37,0,28,32,22,14,3,26337022,10380503,4460666,5185045,4635274,6575316,5480721,6407393,3973110,942423,971168,6280500,8340029,11821285,8362120,19940834,9480002,79301,6810381,7524265,8953756,5373397,679740,2553,619,413,539,498,565,538,445,174,82,194,848,770,805,473,1561,1257,13,907,1124,446,272,59,5
2015,4,A,골목상권,1000463,독막로22길,CS100010,커피-음료,34256811,6380,91,9,18,21,18,19,15,9,0,1,10,38,27,18,7,43,57,2,34,38,20,3,2,30730859,3525952,5220204,6517325,5902889,7531698,5558743,3386746,139206,1042317,2515059,11622824,8447397,6941676,3687538,14523910,19113482,659341,10440047,12531661,8098618,1154083,753643,5741,639,1103,1242,1161,1243,992,613,26,37,565,2200,1764,1236,578,2886,3463,137,2151,2384,1340,206,132,4
2015,4,A,골목상권,1000472,마포대로20길,CS100010,커피-음료,89642246,14926,87,13,16,15,21,21,14,7,6,0,13,32,18,26,12,57,43,2,36,32,17,12,2,72258187,17384059,13226517,14911646,14340112,16972201,12807711,8807438,8576621,0,12911076,34166779,19959901,15517584,7086906,39476321,35140413,877390,21496707,26459445,15747219,8170010,1865962,11490,3436,2235,2367,2250,2478,2160,1754,1682,0,2837,5003,3346,2548,1192,6567,6838,140,4048,4850,2742,1334,291,3
2015,4,A,골목상권,1000389,가좌로7길,CS100010,커피-음료,3366620,665,76,24,17,15,10,19,15,8,17,0,3,41,28,26,2,43,57,6,21,31,22,20,0,2406203,960417,519073,458096,272474,708748,447812,213394,747023,0,92473,1497384,760392,958090,58281,1501318,1808695,150965,664522,1169081,654489,670957,0,517,148,119,102,66,129,101,47,101,0,21,271,187,171,15,286,373,41,129,202,152,136,0,2
2015,4,A,골목상권,1000411,연서로5길,CS100010,커피-음료,36721010,5805,71,29,11,14,14,16,15,15,14,0,13,29,30,22,6,41,59,2,26,33,24,12,3,26250964,10470046,4307782,5615130,5080944,6152491,5094617,5276484,5193562,120205,4570457,11140562,9873143,8339679,2676964,14520231,19442230,690828,7636246,10973187,9138036,4473117,1051048,4167,1638,806,803,837,872,849,857,781,16,808,1773,1613,1194,401,2284,3212,120,1442,1966,1330,512,132,4
2015,4,A,골목상권,1000391,갈현로33길,CS100010,커피-음료,54580762,10242,74,26,11,21,13,15,14,13,13,0,4,21,42,27,7,34,66,18,23,29,20,8,2,41778986,12801776,5799886,10582584,8739250,8820432,7836834,6499709,6302067,0,2308120,12753242,21757928,13448042,4313430,20637934,32808875,7748778,9803553,16413691,13737023,4457646,1286118,7960,2282,1124,2038,1576,1726,1496,1138,1144,0,444,2235,4245,2614,704,3454,6663,1908,2050,2936,2131,867,226,4
2015,4,A,골목상권,1000077,한강대로104길,CS100010,커피-음료,226578225,28558,87,13,17,19,17,18,16,7,7,0,18,46,19,14,4,50,50,1,35,32,22,9,3,181388781,45189444,34211816,42138279,34192202,37768047,33078437,24209562,20979882,15503,40630792,82084630,43734424,43806434,16306442,99614809,97564274,1347569,71337231,59389139,43054074,17541727,4509350,23523,5035,4698,5345,4495,4803,4182,2577,2458,5,6297,10167,5533,4930,1626,12818,12926,225,9698,7907,5394,2032,493,7
2015,4,D,발달상권,1001145,용산 전자상가_1,CS100010,커피-음료,3830585286,467646,75,25,13,14,15,17,16,14,11,0,16,30,28,22,4,48,52,2,35,35,18,8,2,2337907553,1492677733,399781290,416354465,435175579,512655936,573940283,780769362,711908371,9291,228945901,936516454,1204071245,1244858232,216184163,1499201050,1920488916,78020398,1366664305,1057020651,580088309,262784212,75112092,287912,179734,50363,51559,53019,62283,70688,95216,84518,3,33328,112256,145524,150993,25542,187205,242600,10696,176842,130086,70809,32305,9066,27
2015,4,A,골목상권,1000609,개봉로11길,CS100010,커피-음료,17425690,1829,77,23,20,14,16,12,16,12,11,0,4,21,31,34,11,49,51,1,17,37,32,10,3,13010681,4415009,2021931,1999225,2748635,3424228,2816662,3122255,1292754,45434,419837,3200922,4904202,4549579,4305716,8893423,8293316,198307,2334232,6492026,4733105,3204068,225002,1428,401,277,235,296,336,284,272,129,6,95,363,543,522,300,854,957,32,345,658,490,266,22,4
2015,4,D,발달상권,1001189,서울 중구 명동역,CS100010,커피-음료,1414862816,173715,87,14,17,18,18,18,16,8,6,0,20,39,23,15,3,46,54,4,32,34,20,8,3,1133093083,281769733,227397909,225426567,240035288,242488652,197744667,156567636,125202097,544996,180304256,597999267,359806620,222458129,53749548,604417539,531189018,34590072,303357494,388436930,238086234,100607285,70528549,148499,25216,29915,28947,30549,32049,27039,15137,10079,16,30805,71339,43165,25371,3019,72286,80906,9391,47273,50584,29552,12401,4003,19
2015,4,D,발달상권,1001119,영등포역_2,CS100010,커피-음료,255314627,33944,65,35,11,13,13,13,16,22,13,1,8,17,22,31,23,54,46,1,35,21,15,18,11,190244936,65069691,34829253,36444995,36374275,39285681,43310732,39314120,25755571,2198720,42306565,71729497,47915203,56450093,34714549,122378310,103219245,2924681,74894514,68475474,36254249,29892879,13155762,27165,6779,5242,5434,5269,5807,5413,3542,3237,70,8652,9413,6558,6473,2778,15939,15987,521,12125,11631,4825,1966,858,11
2015,4,A,골목상권,1000026,평창길,CS100010,커피-음료,188339973,12446,64,36,8,13,15,14,14,17,19,0,2,30,39,23,6,41,59,0,21,28,25,16,10,130433761,57906212,24588677,29803848,24896171,27791063,23354002,30905604,27000608,1192921,3416640,60324425,64923509,41384929,17097549,57983710,98300953,336087,30633774,46474459,44506965,24394271,9939111,8709,3737,1528,1868,1786,1872,1655,2031,1706,54,290,4328,4252,2736,786,4108,6751,54,2544,3460,2697,1499,610,6
2015,4,A,골목상권,1000596,양천로71길,CS100010,커피-음료,62310330,11099,76,24,15,15,16,17,13,11,14,0,19,30,31,15,6,45,55,1,15,35,40,7,2,46771359,15538971,8466530,9520213,9285553,9777534,9721529,7399435,8139536,348306,10919584,19857073,15218114,10625721,5341532,25290364,36919713,715112,8468221,19446320,27550800,5236189,793437,8317,2782,1610,1638,1635,1784,1650,1367,1415,44,2576,3121,2594,1869,895,4557,6520,162,1729,3602,4626,802,157,4
2015,4,D,발달상권,1001077,선릉역_1,CS100010,커피-음료,1576967975,207408,89,12,18,17,18,20,16,7,5,0,18,40,22,16,3,50,50,1,29,37,21,9,3,1420129256,156838719,278322104,281296785,293923307,324046168,242540892,95497546,61341173,187047,312091769,647531904,318542421,239221484,59393350,608469271,605535289,8282348,320691765,478481436,264207276,101132238,41209498,188605,18803,37506,38270,38766,41447,32616,11579,7224,7,49579,83907,40913,27798,5204,87339,91338,1337,52772,70241,35375,13560,5396,29
2015,4,A,골목상권,1000016,자하문로7길,CS100010,커피-음료,1701618065,173714,68,32,11,14,14,14,15,19,13,0,5,24,35,31,6,35,65,2,38,27,20,10,3,1314568939,387049126,272344412,296424881,235314115,244877997,265607534,227591605,159457521,0,152685044,481313247,500246735,473758724,93614315,576989182,894549341,13463791,373690467,473786337,365030717,188408774,57158440,134144,39570,25332,27972,25891,27919,27030,23317,16253,0,25826,55088,47774,38476,6550,59020,101763,2011,46271,56301,36308,14746,5147,16
2015,4,A,골목상권,1000799,남부순환로234길,CS100010,커피-음료,70725970,10992,63,37,8,15,12,15,14,17,20,0,6,31,26,30,8,47,53,1,44,30,14,6,5,46228501,24497469,7032235,10455686,9000925,9766266,9973389,11313306,13184163,19755,3960165,21552893,16780274,21324218,7088665,31422742,34901538,488691,24872023,20657376,12274596,5778281,2253315,7131,3861,1177,1565,1337,1553,1499,1744,2117,4,804,3329,2574,3202,1079,4982,5626,98,4396,3252,1635,793,438,3
2015,4,A,골목상권,1000350,한천로139가길,CS100010,커피-음료,12742725,1475,71,29,14,15,14,14,13,15,14,0,3,24,27,33,14,45,55,1,29,26,23,18,3,8920753,3821972,1642807,1915634,1941554,1545881,1874877,1866513,1955459,0,175188,2752987,3360693,4607037,1846820,5214022,6596140,79249,3102248,2658604,2852298,2733250,384515,1043,432,211,224,207,205,196,220,212,0,39,353,390,492,201,634,788,12,414,366,329,259,43,1
2015,4,A,골목상권,1000337,솔매로50길,CS100010,커피-음료,262599479,40752,79,21,16,15,17,17,14,12,9,0,14,32,25,23,6,37,63,2,28,30,26,11,4,197244293,65355186,39314327,38008401,39853612,45791270,34276683,35172294,30182892,92280,23924634,84011361,67668240,64793998,22108966,92938224,145733170,5051183,70569596,67320184,56429572,30244213,9056646,30709,10043,6093,5915,6481,6803,5417,5292,4751,8,4993,12393,10254,10129,2975,14575,25020,974,13187,11333,9135,3848,1119,10
2015,4,A,골목상권,1000304,종암로5길,CS100010,커피-음료,356364417,49375,80,20,15,16,17,17,15,11,9,0,11,37,22,24,6,41,59,2,44,27,17,8,2,270241553,86122864,52011347,52747973,56031878,60300654,49149701,41749787,44373077,6505712,19709430,123145318,77251804,97615831,32136322,149496016,183873708,4913257,155752370,76625839,51653376,37245753,7179135,37171,12204,7148,7161,7770,8122,6970,6346,5858,417,3474,15130,11051,14140,5163,20840,26630,947,24872,9418,6140,5004,1093,4
2015,4,A,골목상권,1000515,남부순환로70길,CS100010,커피-음료,44181941,5844,63,37,12,12,12,12,15,16,21,9,5,11,18,32,26,47,53,4,54,25,10,7,1,27425300,16756641,5208004,4980455,5222220,5344749,6669872,7346059,9410582,4347733,1747985,4432637,7659555,13604527,12389504,20470131,23711810,1528997,22146626,10893491,5108357,3688403,816067,3681,2163,725,684,696,699,877,943,1220,507,267,639,1059,1859,1513,2734,3110,211,3153,1427,555,415,83,1
2015,4,A,골목상권,1000243,면목로45길,CS100010,커피-음료,243511775,30520,68,32,13,13,13,14,16,16,16,7,3,18,19,33,21,45,55,2,43,28,15,8,5,152364050,91147725,27350641,28844103,29584030,32039327,34545949,46337662,44810063,40901789,10954732,18788013,34385340,70569155,67912746,106422789,136332917,7608932,122785420,63054155,27723879,16914771,4668551,19630,10890,3753,3643,3800,4164,4270,5527,5363,4073,1520,2935,4971,9383,7638,12635,17807,915,16223,7753,3078,1972,504,3
2015,4,D,발달상권,1001166,서울 마포구 마포역_2,CS100010,커피-음료,2678774577,454781,87,13,17,18,18,18,16,8,6,0,20,38,20,16,6,51,49,1,26,38,23,10,3,2142001514,536773063,403955940,433178087,435768933,465253296,403845258,306232872,230540191,8258318,417341103,929046746,502027084,546271740,275829586,1105576147,1116898081,18218221,580182612,820229215,510237161,222237368,71369645,359472,95309,69252,72607,72315,76562,68736,54405,40904,307,92146,145822,87995,88272,40239,197996,202740,3921,112988,150402,86849,35675,10908,33
2015,4,A,골목상권,1000635,구로중앙로34길,CS100010,커피-음료,23159909,467,70,30,6,12,11,17,25,14,17,0,0,55,12,14,19,88,12,0,0,4,15,58,23,16396710,6763199,2486546,2923581,2604454,3345155,5036974,3472396,3290803,0,0,8713605,3002279,3443069,8000956,20535952,611111,0,0,333333,3347443,11151854,6314433,345,122,46,66,46,112,75,67,55,0,0,264,56,72,75,344,83,0,0,28,94,238,68,0
2015,4,A,골목상권,1000955,송이로23길,CS100010,커피-음료,69676957,7576,88,12,17,18,20,19,15,9,3,1,14,39,27,12,6,47,53,0,23,29,25,18,5,63765900,5911057,7447004,9435932,16009745,8861055,22012164,3752941,2158116,15668187,5991911,20147753,11618689,6464179,9786238,31643359,22069578,138571,8434117,12242751,12210527,18938136,1748838,6462,1114,1229,1301,1406,1439,1087,690,424,34,1372,3001,1827,946,396,3105,3739,28,1785,2129,1634,1048,215,5
2015,4,A,골목상권,1000657,금하로1길,CS100010,커피-음료,5000001,490,85,15,16,19,12,18,20,13,2,0,7,27,26,29,11,39,61,0,10,19,53,15,2,3928719,1071282,1176410,770037,397862,729756,854654,769692,301590,0,189494,1379538,1123269,1408707,898993,2105424,2791535,0,349575,666578,3054694,712201,113911,415,75,84,93,55,85,98,65,10,0,35,129,129,142,55,193,292,0,50,90,260,75,10,1
2015,4,D,발달상권,1001201,서울 중구 신당역_1,CS100010,커피-음료,48005526,6149,94,6,13,20,21,19,21,4,2,0,18,44,21,15,2,54,47,0,20,29,23,20,9,45479231,2526295,8252517,10120432,9992224,8714907,8399151,892090,1634205,88725,6382355,20408397,10545471,8059321,2521257,18479263,18387352,123462,8412820,11373414,9403411,5214273,2339235,5978,171,1138,1224,1222,1167,1227,90,81,4,1284,2621,1254,912,74,2287,2944,31,1530,1792,996,560,324,3
2015,4,A,골목상권,1000229,동일로101길,CS100010,커피-음료,41589583,7451,70,30,13,12,13,15,17,13,17,0,2,35,30,27,7,36,65,3,25,33,28,7,5,30143019,11446564,5850983,5384402,5866281,6701279,6340074,5481013,5965551,0,969738,13683832,12391170,10471557,4073286,13884214,27383880,1123100,9130786,13384383,13126276,3637171,866378,5399,2052,1066,998,1031,1155,1149,977,1075,0,229,2387,2240,1937,658,2437,4984,245,1838,2484,2202,498,157,5
2015,4,A,골목상권,1000276,보문로31길,CS100010,커피-음료,87309272,15945,81,20,14,18,18,17,14,13,7,0,16,37,26,18,4,47,53,1,33,40,18,8,2,69340612,17968660,11100419,15687549,14867986,17662048,10022610,9361509,8607151,3582,7461760,36038637,19790822,18107577,5906894,39167530,44467703,344448,26305872,27679094,17300189,8957572,3048056,12322,3623,2251,2740,2640,2611,2080,1855,1768,2,1793,5942,3621,3719,868,7961,7595,78,5442,5900,2374,1381,380,6
2015,4,A,골목상권,1000513,남부순환로40길,CS100010,커피-음료,44387085,4194,72,28,19,16,11,13,12,9,20,1,6,33,33,18,10,48,52,2,31,11,20,15,22,33281302,11105783,7455492,6320645,5769641,7980922,5754602,4924523,6181260,3491764,1813806,8616791,9913170,11459130,9092424,28254700,14596271,619189,6417542,5410833,7218575,8575600,14609234,3031,1163,674,569,552,695,541,420,743,117,311,1143,1101,992,530,2347,1788,82,1165,641,697,681,870,4
2015,4,A,골목상권,1000536,오목로23길,CS100010,커피-음료,3379104,90,65,35,10,16,6,18,15,20,16,0,1,3,36,46,14,88,12,0,0,0,17,40,42,2756616,622488,282608,1274911,246867,627880,324350,421841,200647,0,18990,84505,1095225,1713916,466468,3297144,53476,0,0,0,625827,1103487,1621306,64,26,10,18,5,17,14,16,10,0,1,3,33,39,14,84,6,0,0,0,16,37,38,0
2015,4,D,발달상권,1001125,학동사거리_2,CS100010,커피-음료,333835316,38140,75,25,13,14,15,15,18,14,11,0,9,24,28,30,9,51,49,1,25,34,19,15,6,248618170,85217146,39643199,51712851,51655805,53688980,51917335,51360145,33857001,48101,32449171,76783606,85406942,92690552,46456944,122786370,150092247,2799586,84156442,101364099,52054101,22265021,10239371,28478,9662,4663,5950,5665,6099,6101,5901,3761,9,4021,8467,9643,11293,4707,14259,18043,387,10558,11992,5378,2734,1258,4
2015,4,D,발달상권,1001057,교대역_2,CS100010,커피-음료,1117068183,163602,77,23,15,16,15,16,15,12,11,0,14,30,21,27,9,47,53,4,38,24,17,13,5,879736046,237332137,161214182,181266360,172412963,187792132,177050409,130238688,107093449,2299158,124076592,330974377,232984480,308166263,118567313,458425502,505466360,33302888,328761154,253027977,177247369,120065797,51486686,128227,35375,24532,26370,25391,27036,24898,19385,15990,33,24518,50344,33888,42939,11880,70250,77908,6557,54132,37484,24613,18893,6480,24
2015,4,A,골목상권,1000851,논현로1길,CS100010,커피-음료,132042451,15968,86,15,16,17,17,19,18,7,8,0,12,42,24,17,4,54,46,0,24,35,25,12,5,104116535,27925916,19301596,21534830,20595645,22963011,19721453,10925622,17000294,0,18350225,45321949,32986807,26874469,8509001,54828219,51290580,531843,19275915,37030045,28584709,14800275,5896019,12879,3089,2529,2661,2545,2621,2523,1244,1845,0,2696,5344,3894,3172,862,7110,6146,71,2943,4804,3402,1479,559,7
2015,4,A,골목상권,1000695,대림로34길,CS100010,커피-음료,29945236,5105,67,33,14,14,14,14,12,15,18,0,6,38,23,21,13,47,53,4,25,40,20,10,3,20184753,9760483,3763066,4317685,4258988,4053285,3791729,4849856,4910627,39706,1794198,10866397,6813598,5995192,4436145,12293971,15514444,840656,6978303,10420172,5644917,3240430,683939,3412,1693,671,702,702,731,606,782,911,4,311,1888,1210,1051,641,2299,2527,186,1192,1960,904,462,123,2
2015,4,A,골목상권,1000723,여의대방로39길,CS100010,커피-음료,7284787,975,73,27,14,16,14,13,16,11,17,0,4,29,32,30,5,52,48,5,29,32,20,12,2,4109912,3174875,787458,844616,789552,705036,983250,777256,2397619,0,154750,2715427,2308316,1762188,344106,4745049,2539738,246753,1601203,3109993,1413363,795295,118180,708,267,134,152,138,120,164,108,159,0,36,284,313,292,50,499,476,52,274,320,198,114,17,1
2015,4,A,골목상권,1000688,당산로31길,CS100010,커피-음료,385798373,53732,91,9,17,19,19,20,17,5,3,0,25,45,17,12,2,35,65,1,22,39,27,9,3,338373384,47424989,60740174,70005502,70467298,74238436,62921974,30066732,17358257,0,64904393,173076521,72486028,61617152,13714279,116923473,217684869,1924789,72000473,128656597,88868581,33504367,9653535,47305,6427,8764,9707,9665,10333,8836,4001,2426,0,11814,22573,9945,7919,1481,17558,31836,367,11847,19391,11860,4643,1294,13
2015,4,A,골목상권,1000935,테헤란로81길,CS100010,커피-음료,1735165121,206618,93,8,17,20,19,20,17,4,3,1,19,47,17,12,3,51,49,1,32,40,20,6,2,1591243327,143921794,275511060,311705281,322820960,427060832,254145194,78373853,65547941,5414842,197562282,823485568,297703826,229194093,181804510,638573924,562357727,10148914,344991867,506307844,247680748,67884503,23917774,188858,17760,35746,40119,39380,40020,33593,10352,7408,457,34464,101540,38380,25812,5965,88547,83672,2138,58297,68905,30555,9466,2859,13
2015,4,D,발달상권,1001101,선정릉역_2,CS100010,커피-음료,769806507,106975,89,11,17,18,18,18,17,7,4,1,12,43,24,17,5,45,55,2,31,37,21,7,3,667144196,102662311,132120922,144527671,133679878,139212495,117603230,62462641,40199670,2891133,117061902,319659989,161361076,132479429,36352978,286605326,308219877,12919476,172510487,222317905,127390687,42304177,17382492,94576,12399,19185,20337,19136,19391,16527,7314,5085,317,23041,40827,22673,16672,3445,41810,51786,3368,32727,31762,17809,6180,1765,20
2015,4,A,골목상권,1000856,동산로10길,CS100010,커피-음료,84925643,15901,81,19,17,17,15,17,15,12,7,0,17,39,22,18,4,41,59,2,29,35,25,7,2,64006783,20918860,12674826,12725207,12468514,13410865,12727371,10599839,10319021,0,13658498,28847910,20031209,17366351,5021675,30321619,46402822,1760978,22168587,29786335,16874462,4884341,1249741,11800,4101,2360,2400,2279,2430,2331,2031,2070,0,3038,4863,3793,3213,994,5818,9147,419,4829,5487,3138,904,185,3
2015,4,R,전통시장,1001390,망원시장,CS100010,커피-음료,5000000,623,66,35,14,13,13,18,9,17,18,1,2,20,48,27,2,42,58,0,22,38,31,7,2,3625958,1374042,590764,485190,462495,1726684,360825,565948,808094,1011825,141091,816050,1649446,1190107,191481,1694619,1935476,0,743857,1395441,1106528,355132,29138,408,215,87,79,80,109,53,104,111,7,14,122,300,166,14,244,331,0,124,217,181,42,12,0
2015,4,A,골목상권,1000393,갈현로7길,CS100010,커피-음료,23420826,3623,72,28,14,17,12,16,13,15,13,0,11,29,24,26,10,39,61,2,29,33,22,10,4,15655145,7765681,2934044,3440833,2649825,3668233,2962210,3907267,3858414,0,2496153,5754476,4840856,6973426,3355915,8784910,14311282,584288,8077887,7638654,4510165,1827018,458178,2409,1214,434,549,419,524,483,607,607,0,466,853,793,1046,465,1413,2157,97,1274,1191,670,272,66,4
2015,4,A,골목상권,1000883,효령로72길,CS100010,커피-음료,233476065,27963,92,8,18,17,19,19,18,7,1,0,18,47,22,13,1,51,49,1,23,31,23,14,8,202727351,30748714,37341619,37613085,42425087,43426382,41921178,25370541,5378173,0,38097836,91930766,56355674,43413220,3678569,94655774,89536786,1011052,39296918,65825350,41254554,26222354,10582331,24821,3142,4656,4862,5114,5218,4971,2598,544,0,6343,10683,6377,4221,339,12246,11944,216,6102,8734,5732,2450,954,4
2015,4,A,골목상권,1000771,여의대방로22나길,CS100010,커피-음료,161769160,26251,78,22,16,17,15,16,15,12,10,0,20,31,23,25,2,39,62,2,43,37,14,3,1,143570213,18198947,27627542,30476801,29866728,28741825,26857317,10968145,7230802,0,44902525,61724482,31206875,21941647,1993631,65265444,87777705,1463748,58097509,64766207,23825060,3948482,942145,24080,2171,4883,5143,4871,4825,4358,1507,664,0,9546,9053,4660,2808,184,9982,15362,266,10662,10500,3055,692,171,4
2015,4,D,발달상권,1001038,구로디지탈1단지,CS100010,커피-음료,4806378251,673257,92,9,18,19,18,20,17,6,3,0,25,39,19,13,3,53,48,1,34,41,19,5,1,4393069926,413308325,862304999,886816249,906213446,947145729,790589503,237805855,175502470,3876590,932472468,1922113734,961844481,775828842,210242136,1926052508,1707603773,20480359,1121405661,1570758838,680021998,178512179,62477255,625308,47949,126026,128961,125850,133139,111332,27644,20305,286,190164,262280,123636,81018,15873,298991,278470,3453,191959,244574,106126,25103,6250,66
2015,4,D,발달상권,1001023,가산디지털단지역_2,CS100010,커피-음료,1795209229,266234,96,4,19,20,20,21,17,3,2,0,29,40,19,10,2,54,46,1,34,43,18,4,1,1731918757,63290472,335222926,357795817,361643591,376881699,300374724,43791391,19499081,159348,412222342,808252573,345271270,189353543,39950153,778367115,637692221,6495349,436885362,645942796,256237971,58071222,12426637,258144,8090,51930,53753,53123,55024,44314,5804,2286,14,82583,108680,48559,22871,3527,121040,106169,1129,74608,100435,40040,9038,1958,35
2015,4,A,골목상권,1000360,도봉로114길,CS100010,커피-음료,543341886,95411,73,27,14,13,15,16,14,14,13,0,11,27,22,29,12,36,64,3,41,29,17,9,2,388109204,155232682,72337095,74865877,76432757,85044451,79429024,77513166,77719516,540530,62004527,99740352,99725925,186704390,94626162,201977933,337520138,14560287,195691806,153442638,110166825,49344606,16291910,70455,24956,13579,14076,13913,14902,13985,12719,12237,47,15918,18357,16883,30357,13849,33645,61373,2541,36873,27528,17682,7615,2779,15
2015,4,A,골목상권,1000471,마포대로12길,CS100010,커피-음료,519256234,70339,92,8,18,19,19,19,17,5,4,0,24,44,17,12,3,49,51,1,22,38,27,10,2,465178053,54078181,83941602,91578435,93457974,95647042,100553000,31169173,22909008,2516558,88229933,252097332,74982054,52503614,48926743,210074253,213982265,1915849,104138150,171840161,101885734,37665728,6610900,62659,7680,11820,12430,12452,13057,12900,4397,3283,46,18724,31694,11142,6624,2109,30234,33621,240,17667,25086,14005,5972,889,11
