기준년코드,기준분기코드,상권구분코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,술집점포수,유사업종점포수,개업율,개업점포수,폐업률,폐업점포수,프랜차이즈점포수
2016,2,R,전통시장,1001351,솔샘시장,CS100009,호프-간이주점,4,4,0,0,25,1,0
2016,2,A,골목상권,1000850,남부순환로339길,CS100009,호프-간이주점,1,1,100,1,0,0,0
2016,2,D,발달상권,1001183,서울 마포구 홍대입구역_2,CS100009,호프-간이주점,11,13,8,1,15,2,2
2016,2,A,골목상권,1000281,삼양로8길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2016,2,A,골목상권,1000568,개화동로25길,CS100009,호프-간이주점,7,8,0,0,0,0,1
2016,2,D,발달상권,1001046,서울 관악구 신림역_4,CS100009,호프-간이주점,32,37,8,3,14,5,5
2016,2,A,골목상권,1000148,뚝섬로58길,CS100009,호프-간이주점,6,10,0,0,20,2,4
2016,2,A,골목상권,1000123,장터길,CS100009,호프-간이주점,15,16,0,0,6,1,1
2016,2,A,골목상권,1000779,흑석로9길,CS100009,호프-간이주점,19,21,0,0,5,1,2
2016,2,A,골목상권,1000308,한천로76길,CS100009,호프-간이주점,13,17,6,1,0,0,4
2016,2,A,골목상권,1000376,우이천로4다길,CS100009,호프-간이주점,9,10,10,1,0,0,1
2016,2,D,발달상권,1001087,서울 강남구 선릉역_2,CS100009,호프-간이주점,28,39,5,2,10,4,11
2016,2,A,골목상권,1000650,오류로8길,CS100009,호프-간이주점,10,12,0,0,0,0,2
2016,2,A,골목상권,1000788,낙성대역길,CS100009,호프-간이주점,5,6,17,1,17,1,1
2016,2,A,골목상권,1000195,장한로14길,CS100009,호프-간이주점,6,6,0,0,0,0,0
2016,2,A,골목상권,1000523,목동중앙남로3가길,CS100009,호프-간이주점,5,6,0,0,0,0,1
2016,2,A,골목상권,1000605,화곡로31길,CS100009,호프-간이주점,11,12,8,1,0,0,1
2016,2,D,발달상권,1001208,서울 중구 을지로3가역_2,CS100009,호프-간이주점,17,18,6,1,0,0,1
2016,2,A,골목상권,1000889,개포로17길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000243,면목로45길,CS100009,호프-간이주점,8,14,0,0,0,0,6
2016,2,A,골목상권,1000934,일원로9길,CS100009,호프-간이주점,13,19,0,0,11,2,6
2016,2,A,골목상권,1000726,영등포로25길,CS100009,호프-간이주점,39,39,10,4,5,2,0
2016,2,A,골목상권,1000465,독막로8길,CS100009,호프-간이주점,6,6,0,0,33,2,0
2016,2,A,골목상권,1000707,디지털로37길,CS100009,호프-간이주점,21,21,10,2,0,0,0
2016,2,R,전통시장,1001410,대원종합시장,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,A,골목상권,1000600,초록마을로3길,CS100009,호프-간이주점,14,14,0,0,0,0,0
2016,2,A,골목상권,1000193,왕산로43길,CS100009,호프-간이주점,6,6,0,0,0,0,0
2016,2,D,발달상권,1001144,국회의사당역_2,CS100009,호프-간이주점,25,29,3,1,0,0,4
2016,2,R,전통시장,1001488,성내골목시장,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,A,골목상권,1000878,주흥길,CS100009,호프-간이주점,1,2,0,0,50,1,1
2016,2,A,골목상권,1000190,약령시로17길,CS100009,호프-간이주점,17,17,0,0,0,0,0
2016,2,A,골목상권,1000438,모래내로15길,CS100009,호프-간이주점,8,9,0,0,0,0,1
2016,2,R,전통시장,1001427,현대시장,CS100009,호프-간이주점,7,7,0,0,0,0,0
2016,2,A,골목상권,1000456,홍연길,CS100009,호프-간이주점,5,5,40,2,0,0,0
2016,2,A,골목상권,1000081,한강대로62길,CS100009,호프-간이주점,11,11,9,1,27,3,0
2016,2,D,발달상권,1001251,서울 강북구 미아삼거리역_1,CS100009,호프-간이주점,52,59,3,2,5,3,7
2016,2,R,전통시장,1001373,신응암시장,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,D,발달상권,1001194,서울 강서구 발산역,CS100009,호프-간이주점,7,11,0,0,9,1,4
2016,2,A,골목상권,1000349,한천로132길,CS100009,호프-간이주점,27,27,15,4,7,2,0
2016,2,A,골목상권,1000496,와우산로3길,CS100009,호프-간이주점,11,11,9,1,0,0,0
2016,2,A,골목상권,1000723,여의대방로39길,CS100009,호프-간이주점,7,7,0,0,0,0,0
2016,2,A,골목상권,1000867,사평대로26길,CS100009,호프-간이주점,3,4,0,0,0,0,1
2016,2,A,골목상권,1000932,영동대로65길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,A,골목상권,1000150,면목로17길,CS100009,호프-간이주점,18,18,17,3,0,0,0
2016,2,R,전통시장,1001298,성동용답상가시장,CS100009,호프-간이주점,9,14,14,2,7,1,5
2016,2,A,골목상권,1000028,난계로11길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2016,2,A,골목상권,1000083,한강대로88길,CS100009,호프-간이주점,6,6,0,0,0,0,0
2016,2,A,골목상권,1000911,도산대로89길,CS100009,호프-간이주점,2,3,0,0,0,0,1
2016,2,A,골목상권,1000154,아차산로65길,CS100009,호프-간이주점,11,11,0,0,0,0,0
2016,2,A,골목상권,1000935,테헤란로81길,CS100009,호프-간이주점,11,13,8,1,0,0,2
2016,2,A,골목상권,1000872,서초대로4길,CS100009,호프-간이주점,2,3,0,0,33,1,1
2016,2,A,골목상권,1000622,고척로27길,CS100009,호프-간이주점,10,10,10,1,10,1,0
2016,2,R,전통시장,1001424,남문시장,CS100009,호프-간이주점,7,7,14,1,0,0,0
2016,2,A,골목상권,1000166,천호대로123길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2016,2,A,골목상권,1000173,답십리로60길,CS100009,호프-간이주점,4,4,25,1,0,0,0
2016,2,D,발달상권,1001195,왕십리역_2,CS100009,호프-간이주점,18,21,5,1,5,1,3
2016,2,A,골목상권,1000152,아차산로51길,CS100009,호프-간이주점,9,10,0,0,10,1,1
2016,2,A,골목상권,1000011,숭인동길,CS100009,호프-간이주점,6,7,14,1,14,1,1
2016,2,A,골목상권,1001001,천중로39길,CS100009,호프-간이주점,4,4,0,0,25,1,0
2016,2,D,발달상권,1001211,동대문시장_1,CS100009,호프-간이주점,6,11,0,0,9,1,5
2016,2,A,골목상권,1000067,원효로53길,CS100009,호프-간이주점,8,9,11,1,11,1,1
2016,2,A,골목상권,1000931,영동대로112길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2016,2,A,골목상권,1000262,돌곶이로14길,CS100009,호프-간이주점,4,4,0,0,25,1,0
2016,2,A,골목상권,1000974,동남로65길,CS100009,호프-간이주점,14,14,7,1,21,3,0
2016,2,A,골목상권,1000118,왕십리로26길,CS100009,호프-간이주점,9,9,0,0,11,1,0
2016,2,A,골목상권,1000702,도림천로21길,CS100009,호프-간이주점,8,8,13,1,0,0,0
2016,2,A,골목상권,1000300,종암로16길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,A,골목상권,1000226,공릉로2길,CS100009,호프-간이주점,5,6,0,0,0,0,1
2016,2,A,골목상권,1000896,논현로115길,CS100009,호프-간이주점,6,6,17,1,0,0,0
2016,2,A,골목상권,1000116,왕십리로14길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,A,골목상권,1000224,겸재로54길,CS100009,호프-간이주점,7,7,0,0,0,0,0
2016,2,A,골목상권,1000043,청구로1길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,A,골목상권,1000156,용마산로21길,CS100009,호프-간이주점,7,8,13,1,38,3,1
2016,2,A,골목상권,1000347,한천로124나길,CS100009,호프-간이주점,4,4,25,1,0,0,0
2016,2,A,골목상권,1000662,독산로50길,CS100009,호프-간이주점,5,5,20,1,20,1,0
2016,2,A,골목상권,1000965,오금로46길,CS100009,호프-간이주점,10,12,0,0,0,0,2
2016,2,A,골목상권,1000816,신림로11길,CS100009,호프-간이주점,12,13,0,0,0,0,1
2016,2,A,골목상권,1000132,광나루로52길,CS100009,호프-간이주점,3,5,0,0,0,0,2
2016,2,A,골목상권,1000112,송정4가길,CS100009,호프-간이주점,5,6,0,0,0,0,1
2016,2,A,골목상권,1000645,부일로11길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2016,2,D,발달상권,1001117,강남구 신사역_2,CS100009,호프-간이주점,4,4,0,0,0,0,0
2016,2,A,골목상권,1000596,양천로71길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2016,2,A,골목상권,1000120,왕십리로6길,CS100009,호프-간이주점,6,8,13,1,0,0,2
2016,2,D,발달상권,1001122,여의도 시범아파트앞,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,A,골목상권,1000835,청림3길,CS100009,호프-간이주점,6,6,0,0,0,0,0
2016,2,A,골목상권,1000035,동호로11길,CS100009,호프-간이주점,0,1,0,0,0,0,1
2016,2,A,골목상권,1000247,면목로56길,CS100009,호프-간이주점,11,11,9,1,18,2,0
2016,2,D,발달상권,1001157,서울 강동구 천호역_1,CS100009,호프-간이주점,10,11,0,0,0,0,1
2016,2,A,골목상권,1000146,뚝섬로48길,CS100009,호프-간이주점,4,8,0,0,13,1,4
2016,2,A,골목상권,1000396,서오릉로8길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,A,골목상권,1000065,원효로19길,CS100009,호프-간이주점,0,1,100,1,0,0,1
2016,2,A,골목상권,1000296,장위로50길,CS100009,호프-간이주점,10,10,10,1,10,1,0
2016,2,A,골목상권,1000756,사당로8길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,A,골목상권,1000559,강서로45길,CS100009,호프-간이주점,10,13,0,0,15,2,3
2016,2,R,전통시장,1001331,면목골목시장,CS100009,호프-간이주점,6,6,0,0,0,0,0
2016,2,A,골목상권,1000159,자양로15길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,A,골목상권,1000344,인수봉로72길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2016,2,A,골목상권,1000018,종로58가길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2016,2,R,전통시장,1001276,평화시장,CS100009,호프-간이주점,0,1,0,0,0,0,1
2016,2,A,골목상권,1000250,봉화산로30길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2016,2,D,발달상권,1001036,문정역,CS100009,호프-간이주점,0,1,0,0,0,0,1
2016,2,D,발달상권,1001110,잠실역,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000530,목동중앙서로8가길,CS100009,호프-간이주점,9,9,0,0,0,0,0
2016,2,D,발달상권,1001012,양재 화물트럭터미널앞_1,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000375,우이천로32길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,A,골목상권,1000969,고덕로25길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,R,전통시장,1001484,양지골목시장,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000565,강서로5라길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,D,발달상권,1001171,서울 마포구 공덕역_2,CS100009,호프-간이주점,5,5,0,0,0,0,0
2016,2,A,골목상권,1000097,매봉길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000218,휘경로14길,CS100009,호프-간이주점,3,3,33,1,0,0,0
2016,2,A,골목상권,1000938,학동로6길,CS100009,호프-간이주점,4,4,0,0,25,1,0
2016,2,A,골목상권,1000906,도산대로23길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000925,선릉로132길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,D,발달상권,1001229,서울 종로구 종로5가역_4,CS100009,호프-간이주점,1,2,0,0,0,0,1
2016,2,A,골목상권,1000298,정릉로27길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,A,골목상권,1000884,방배중앙로21길,CS100009,호프-간이주점,0,1,0,0,0,0,1
2016,2,A,골목상권,1000280,삼선교로16가길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000407,연서로33길,CS100009,호프-간이주점,5,5,0,0,0,0,0
2016,2,A,골목상권,1000776,장승배기로19길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,R,전통시장,1001268,충신시장,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,A,골목상권,1000715,신길로39길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,R,전통시장,1001304,자양골목시장,CS100009,호프-간이주점,1,1,0,0,100,1,0
2016,2,A,골목상권,1000151,아차산로40길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000117,왕십리로21길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,A,골목상권,1000095,마조로16길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,D,발달상권,1001207,서울 중구 신당역_2,CS100009,호프-간이주점,4,6,0,0,0,0,2
2016,2,A,골목상권,1000211,천호대로45길,CS100009,호프-간이주점,0,0,0,0,0,1,0
2016,2,A,골목상권,1000037,동호로20길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000461,도화4길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,A,골목상권,1000687,국회대로56길,CS100009,호프-간이주점,5,5,0,0,20,1,0
2016,2,A,골목상권,1000445,연희로10길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,A,골목상권,1000571,곰달래로47길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,A,골목상권,1000414,은평로20길,CS100009,호프-간이주점,0,1,0,0,0,0,1
2016,2,D,발달상권,1001170,공덕역,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,R,전통시장,1001293,보광시장,CS100009,호프-간이주점,1,1,0,0,0,0,0
2016,2,A,골목상권,1000920,삼성로63길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000213,천호대로97길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,D,발달상권,1001103,코엑스,CS100009,호프-간이주점,1,1,0,0,0,0,0
2016,2,A,골목상권,1000458,광성로6길,CS100009,호프-간이주점,2,4,0,0,0,0,2
2016,2,A,골목상권,1000739,동작대로17길,CS100009,호프-간이주점,1,2,0,0,0,0,1
2016,2,A,골목상권,1000722,여의대방로35길,CS100009,호프-간이주점,3,3,0,0,0,0,0
2016,2,R,전통시장,1001402,신월6동골목시장,CS100009,호프-간이주점,4,4,0,0,0,0,0
2016,2,A,골목상권,1000436,독립문로8길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000399,연서로11길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000581,국회대로7길,CS100009,호프-간이주점,1,1,0,0,0,0,0
2016,2,A,골목상권,1000689,당산로37길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000059,서빙고로71길,CS100009,호프-간이주점,0,0,0,0,0,0,0
2016,2,A,골목상권,1000468,동교로25길,CS100009,호프-간이주점,1,2,0,0,0,0,1
2016,2,A,골목상권,1000464,독막로32길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,A,골목상권,1000613,개봉로20길,CS100009,호프-간이주점,7,8,13,1,0,0,1
2016,2,D,발달상권,1001260,창동역,CS100009,호프-간이주점,52,59,7,4,7,4,7
2016,2,D,발달상권,1001209,서울시청,CS100009,호프-간이주점,23,25,4,1,0,0,2
2016,2,R,전통시장,1001341,길음시장,CS100009,호프-간이주점,6,6,0,0,0,0,0
2016,2,D,발달상권,1001016,서울 관악구 대학동_1,CS100009,호프-간이주점,26,33,3,1,9,3,7
2016,2,A,골목상권,1000252,봉화산로56길,CS100009,호프-간이주점,18,19,5,1,0,0,1
2016,2,A,골목상권,1000368,도봉산길,CS100009,호프-간이주점,4,4,0,0,0,0,0
2016,2,A,골목상권,1000010,성균관로5길,CS100009,호프-간이주점,23,23,4,1,0,0,0
2016,2,D,발달상권,1001153,당산역_1,CS100009,호프-간이주점,16,22,5,1,0,0,6
2016,2,A,골목상권,1000623,고척로27다길,CS100009,호프-간이주점,2,2,50,1,0,0,0
2016,2,A,골목상권,1000232,동일로130길,CS100009,호프-간이주점,2,2,0,0,0,0,0
2016,2,R,전통시장,1001470,강남시장_강남,CS100009,호프-간이주점,4,4,0,0,0,0,0
2016,2,A,골목상권,1000834,청룡길,CS100009,호프-간이주점,24,26,15,4,8,2,2
